Protein.ID,Sum.of.peptides.used.for.identification.across.all.four.LOPIT.experiments,LOPIT1_Protein.mascot.score,LOPIT1_No.of.distinct.peptides.identified,LOPIT1A_No.Of.MSMS.spectra.quantified,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_No.Of.MSMS.spectra.quantified,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2_Protein.mascot.score,LOPI2_No.of.distinct.peptides.identified,LOPIT2A_No.Of.MSMS.spectra.quantified,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_No.Of.MSMS.spectra.quantified,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3_Protein.mascot.score,LOPI3_No.of.distinct.peptides.identified,LOPIT3A_No.Of.MSMS.spectra.quantified,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_No.Of.MSMS.spectra.quantified,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4_Protein.mascot.score,LOPIT4_No.of.distinct.peptides.identified,LOPIT4A_No.Of.MSMS.spectra.quantified,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_No.Of.MSMS.spectra.quantified,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT3G09440,49,467.47,9,0,NA,NA,NA,NA,3,0.2683333333,0.1716666667,0.234,0.3263333333,534.86,10,1,0.193,0.247,0.258,0.302,4,0.2058,0.1766,0.244,0.3736,920.77,16,2,0.2615,0.205,0.228,0.3055,2,0.2333333333,0.2536666667,0.324,0.1896666667,835.28,14,5,0.2572,0.259,0.2454,0.2382,3,0.37325,0.165,0.2235,0.23825
AT3G44330,48,620.36,12,28,0.2421176471,0.3029411765,0.2406470588,0.2144411765,26,0.3588571429,0.2346857143,0.2085428571,0.1978857143,778,15,23,0.23548,0.32776,0.25184,0.185,26,0.254516129,0.3293225806,0.2356774194,0.1806774194,639.71,13,22,0.20664,0.29588,0.26768,0.22964,27,0.1751891892,0.2628108108,0.3289189189,0.2330810811,405.08,8,31,0.3586363636,0.2193030303,0.2105757576,0.2113939394,13,0.3363076923,0.2023076923,0.2232307692,0.2383846154
AT1G66270,48,279.36,6,1,0.282,0.288,0.219,0.211,1,0.409,0.224,0.18,0.187,279.92,6,1,0.201,0.255,0.257,0.286,3,0.2135,0.26775,0.23125,0.28725,1107.35,20,67,0.2105604396,0.256978022,0.2615494505,0.2707802198,18,0.2090526316,0.2586578947,0.3020526316,0.2301842105,833.04,16,38,0.2989767442,0.2229534884,0.2319534884,0.2460930233,24,0.3657931034,0.1787931034,0.216137931,0.2395862069
AT5G42080,48,509.64,10,12,0.1886923077,0.3045384615,0.2439230769,0.2627692308,16,0.2879411765,0.2294117647,0.2361176471,0.2467058824,383.55,6,10,0.175,0.27,0.2669,0.2881,10,0.202,0.2253,0.2708,0.3018,945.59,21,22,0.2531153846,0.2252307692,0.2459615385,0.2756538462,26,0.1876363636,0.2626136364,0.2853181818,0.2643409091,541.65,11,25,0.23724,0.2318,0.25612,0.27464,6,0.2466666667,0.2088333333,0.2798333333,0.2643333333
AT1G29470,48,613.18,12,8,0.131625,0.252375,0.356875,0.259625,11,0.1236666667,0.3026666667,0.3169166667,0.25675,505.36,10,5,0.0802857143,0.3598571429,0.3075714286,0.2524285714,9,0.0941111111,0.3227777778,0.3142222222,0.2687777778,670.84,14,11,0.0586666667,0.28775,0.3799166667,0.2738333333,5,0.1214285714,0.3291428571,0.2528571429,0.2962857143,710.03,12,19,0.1868947368,0.2672631579,0.3082105263,0.2377368421,8,0.135,0.2745,0.3045,0.28575
AT1G15500,48,659.88,12,6,0.0463333333,0.1313333333,0.3245,0.4978333333,13,0.0694615385,0.1579230769,0.3385384615,0.4340769231,709.71,12,5,0.0666,0.1416,0.2692,0.5224,4,0.0702,0.1226,0.285,0.5222,555.6,10,13,0.0954615385,0.1733076923,0.3046153846,0.4265384615,4,0.0798,0.397,0.1774,0.346,711.59,14,18,0.1463157895,0.2231578947,0.3194210526,0.3111052632,10,0.1365,0.2267,0.3323,0.3044
AT4G37910,48,243.99,5,7,0.0811428571,0.1845714286,0.3414285714,0.3931428571,5,0.1022,0.2602,0.3268,0.3102,291.51,6,1,0.096,0.214,0.311,0.379,0,NA,NA,NA,NA,1235.99,21,27,0.0995333333,0.1663333333,0.2432666667,0.4907,24,0.0902352941,0.3132647059,0.1983529412,0.3981470588,868.79,16,28,0.1317586207,0.1601034483,0.2392413793,0.4686551724,11,0.16475,0.1564166667,0.268,0.4110833333
AT5G15090,47,530.45,9,93,0.117827957,0.1966774194,0.2891397849,0.3962365591,82,0.0916341463,0.1815243902,0.3167682927,0.4099878049,556.8,9,13,0.0624615385,0.1451538462,0.3233076923,0.4688461538,23,0.0540434783,0.166826087,0.3120869565,0.467,898.1,15,79,0.1179130435,0.1603478261,0.224326087,0.4974130435,19,0.1164583333,0.3000416667,0.2056666667,0.3780416667,832.32,14,96,0.1665865385,0.199125,0.27075,0.3635769231,102,0.1350392157,0.1677254902,0.3182156863,0.3789705882
AT5G14040,47,646.64,13,63,0.0972469136,0.1898888889,0.2925802469,0.4202098765,33,0.0871666667,0.1912142857,0.2959761905,0.4257619048,697.48,14,15,0.0458095238,0.1522857143,0.325047619,0.4768571429,28,0.0525121951,0.1745853659,0.3095365854,0.4634146341,519.29,11,31,0.1056944444,0.1617777778,0.2309166667,0.5017222222,15,0.11115,0.3189,0.2222,0.3477,427.41,9,33,0.1506,0.1788222222,0.2738888889,0.3967111111,18,0.1732142857,0.1701428571,0.2947142857,0.3619285714
AT2G04350,47,428.18,9,11,0.2739285714,0.2908571429,0.2269285714,0.2081428571,17,0.3886842105,0.2401578947,0.1934736842,0.1776315789,474.1,10,12,0.2763076923,0.3398461538,0.2183846154,0.1656153846,15,0.253625,0.2915625,0.2329375,0.22175,584.68,13,20,0.2341363636,0.267,0.2551818182,0.2438181818,13,0.2010416667,0.2480833333,0.341125,0.2097083333,677.88,15,30,0.3187333333,0.2302,0.225,0.2259333333,20,0.3833103448,0.1885517241,0.211,0.217
AT5G07340,47,720.1,12,35,0.2846571429,0.3185714286,0.2074,0.1892857143,20,0.4000952381,0.2466190476,0.1787619048,0.1745714286,650.01,12,7,0.26725,0.370375,0.2225,0.13975,15,0.2687333333,0.3219333333,0.2377333333,0.1716,671.99,13,12,0.23025,0.2864166667,0.271,0.21225,7,0.1927777778,0.2965555556,0.3025555556,0.208,487.95,10,8,0.35475,0.214375,0.206875,0.22425,5,0.3075,0.1863333333,0.2311666667,0.2748333333
AT5G66680,46,407.13,7,33,0.2631714286,0.2869142857,0.233,0.2166571429,31,0.3491612903,0.263483871,0.2026129032,0.1846774194,583.46,11,19,0.2626315789,0.3544210526,0.2305789474,0.1525263158,23,0.2691666667,0.34375,0.2222083333,0.1648333333,892.26,15,44,0.216,0.2987608696,0.2690217391,0.2161521739,42,0.1839850746,0.253358209,0.3424776119,0.2202985075,802.52,13,52,0.3677454545,0.2192727273,0.2013090909,0.2117090909,34,0.3516486486,0.1912972973,0.2203783784,0.2367567568
AT2G20990,46,466.93,10,10,0.2476363636,0.324,0.2103636364,0.2180909091,20,0.3479047619,0.2391428571,0.1970952381,0.2157619048,711.82,14,24,0.20136,0.31456,0.24964,0.2346,24,0.2563333333,0.2832962963,0.2403703704,0.2199259259,577.21,12,17,0.2205263158,0.2430526316,0.2538947368,0.2823157895,23,0.2133235294,0.2422352941,0.3077941176,0.2365588235,467.58,10,44,0.2891666667,0.2284791667,0.2449583333,0.2374166667,20,0.2670434783,0.1969130435,0.2736086957,0.2624782609
AT3G52850,46,420.15,9,10,0.2350909091,0.3032727273,0.2621818182,0.1994545455,15,0.3199411765,0.3277647059,0.2103529412,0.1421764706,494.29,12,9,0.2484,0.3246,0.2543,0.1726,14,0.2535333333,0.2912,0.2642666667,0.1910666667,513.9,12,15,0.1883333333,0.2892777778,0.276,0.2465555556,9,0.1641052632,0.2598947368,0.3396315789,0.2365263158,622.29,13,24,0.2258076923,0.2299230769,0.2925,0.2518461538,17,0.1897727273,0.2611818182,0.2839090909,0.2652272727
AT3G16460,46,527.06,9,9,0.3088181818,0.2203636364,0.2230909091,0.2476363636,13,0.3187894737,0.2008421053,0.2225263158,0.2581578947,911.3,15,8,0.2473571429,0.1767857143,0.2502857143,0.3254285714,13,0.2085882353,0.1924117647,0.2466470588,0.3520588235,724.74,12,17,0.370952381,0.1795238095,0.1852857143,0.2644285714,10,0.187,0.2555,0.271,0.286,649.48,10,21,0.2527692308,0.2286153846,0.2636153846,0.2553076923,18,0.3927272727,0.1584545455,0.2326818182,0.2162272727
AT3G23300,46,456.42,9,5,0.1083333333,0.2063333333,0.3413333333,0.3436666667,12,0.1110833333,0.2196666667,0.34275,0.3264166667,714.22,15,5,0.0755,0.2311666667,0.4025,0.2908333333,8,0.09775,0.264875,0.370875,0.266625,479.58,11,4,0.111,0.2615,0.384,0.24375,5,0.105,0.3616666667,0.2248333333,0.3085,544.91,11,4,0.20175,0.27125,0.27425,0.253,1,0.2,0.281,0.239,0.281
AT1G43910,45,488.96,10,16,0.2058235294,0.2851764706,0.2640588235,0.2446470588,16,0.3070952381,0.2652857143,0.2227142857,0.205,561.28,11,20,0.2122380952,0.335952381,0.2736190476,0.1782857143,31,0.2393714286,0.337,0.2548,0.1686857143,770.95,17,38,0.23065,0.28335,0.2591,0.22685,28,0.1788409091,0.2539772727,0.3355227273,0.2315454545,357.48,7,10,0.2621818182,0.2040909091,0.2400909091,0.2938181818,13,0.2767857143,0.1829285714,0.2249285714,0.3152142857
AT1G43170,45,374.49,8,13,0.2681538462,0.2697692308,0.2313846154,0.2306153846,17,0.3494117647,0.2232352941,0.2142941176,0.2131764706,441.19,10,11,0.2835,0.225,0.2215,0.27,26,0.2549259259,0.2177777778,0.2304814815,0.2968148148,633.08,15,36,0.3456216216,0.1944324324,0.2032702703,0.2564594595,15,0.1930833333,0.2567916667,0.277875,0.2725,507.74,12,26,0.2691428571,0.2214285714,0.2472142857,0.2623571429,26,0.3545555556,0.1667407407,0.2300740741,0.2486296296
AT1G12840,45,161.14,4,8,0.458625,0.2065,0.149,0.186,6,0.481125,0.161625,0.139625,0.217875,428.55,10,5,0.5983333333,0.1353333333,0.1201666667,0.1463333333,6,0.5177142857,0.1481428571,0.1654285714,0.1688571429,872.8,17,48,0.4711296296,0.1643518519,0.1708703704,0.1935555556,27,0.2438181818,0.2575681818,0.2589545455,0.2395454545,733.01,14,44,0.2782777778,0.2274259259,0.2564259259,0.2376851852,19,0.4500416667,0.159125,0.20125,0.1897083333
AT1G80300,45,644.4,12,7,0.1121428571,0.1864285714,0.288,0.4132857143,9,0.1017777778,0.1501111111,0.3338888889,0.4142222222,743.14,13,5,0.0564,0.0854,0.2562,0.6018,4,0.04725,0.0915,0.338,0.5235,504.14,10,9,0.0802222222,0.1808888889,0.3334444444,0.4055555556,2,0.0755,0.378,0.188,0.3585,513.18,10,7,0.1592857143,0.231,0.3152857143,0.2942857143,5,0.1128,0.2256,0.3434,0.3178
AT3G47950,45,549.28,10,6,0.1771428571,0.2754285714,0.2494285714,0.2981428571,5,0.2304,0.26,0.2052,0.3046,700.44,14,4,0.17125,0.2305,0.264,0.334,8,0.189375,0.23825,0.263,0.30925,571.05,10,1,0.214,0.229,0.258,0.299,1,0.209,0.316,0.261,0.214,634.2,11,6,0.2225,0.2383333333,0.2663333333,0.2728333333,3,0.2696666667,0.1766666667,0.2686666667,0.2846666667
AT3G52300,44,641.59,10,48,0.09864,0.19368,0.30288,0.40478,26,0.0861481481,0.2273333333,0.2861851852,0.4002962963,568.65,10,22,0.037125,0.1461666667,0.3324166667,0.484125,38,0.0414,0.166175,0.31815,0.4742,666.54,13,39,0.1400408163,0.155244898,0.2196938776,0.485,11,0.1067692308,0.3093846154,0.198,0.3858461538,573.13,11,30,0.1653414634,0.1813170732,0.2468536585,0.4065365854,27,0.2023030303,0.1583030303,0.2644545455,0.3748484848
AT4G20830,44,376.36,9,18,0.1809444444,0.2878888889,0.2482222222,0.2828888889,14,0.2575,0.2266428571,0.2342857143,0.2817142857,565.53,12,14,0.127,0.2523333333,0.2812666667,0.3394,24,0.15575,0.2338333333,0.286625,0.32375,540.87,12,13,0.1938,0.2261333333,0.2572,0.3228,19,0.1664615385,0.2730769231,0.2846923077,0.2756153846,569.21,11,23,0.2255384615,0.2375384615,0.2627692308,0.2741923077,25,0.2212857143,0.2049642857,0.2818571429,0.2918571429
AT4G05020,44,619.14,11,12,0.0863333333,0.1914166667,0.2970833333,0.4254166667,13,0.1069411765,0.1871176471,0.3095294118,0.3962941176,944.17,19,15,0.076,0.1690666667,0.3113333333,0.4433333333,26,0.0852333333,0.1968333333,0.3044,0.4134666667,183.22,4,8,0.130375,0.172,0.233625,0.464125,2,0.1225,0.309,0.2035,0.3655,449.65,10,15,0.1472,0.1841333333,0.2698,0.3992,3,0.1973333333,0.172,0.2843333333,0.3463333333
AT3G01280,43,663.32,10,102,0.1045,0.1850098039,0.2995392157,0.4109411765,36,0.0950833333,0.1972222222,0.3158611111,0.3917777778,615.87,10,28,0.0568928571,0.1491785714,0.3243571429,0.4693928571,55,0.0564545455,0.1657454545,0.3160909091,0.4617636364,721.61,13,76,0.1287125,0.1718,0.2417375,0.4577375,22,0.1008125,0.3161875,0.22003125,0.363,589.66,10,58,0.1551896552,0.1900862069,0.2675172414,0.3872758621,100,0.10989,0.16785,0.32909,0.39313
AT2G03510,43,456.89,10,50,0.2680566038,0.3070943396,0.218490566,0.2064716981,14,0.4121428571,0.2527857143,0.1895714286,0.1454285714,513.47,11,20,0.2614761905,0.342952381,0.2346666667,0.161,34,0.2808333333,0.3172222222,0.2235277778,0.1783055556,529.14,12,26,0.2500769231,0.2768846154,0.2598846154,0.2130769231,33,0.2198823529,0.2369215686,0.3455686275,0.1975686275,497.4,10,37,0.3684761905,0.2241904762,0.2066190476,0.2008333333,24,0.3600384615,0.1844615385,0.2187692308,0.2366923077
AT2G34300,43,502.24,8,10,0.0818181818,0.3295454545,0.348,0.2404545455,9,0.1393636364,0.3246363636,0.3008181818,0.2350909091,580.53,10,5,0.0674,0.4136,0.3122,0.2072,7,0.1245,0.361625,0.286625,0.22725,538.12,11,6,0.0654285714,0.3155714286,0.3755714286,0.2435714286,1,0.122,0.335,0.302,0.241,796.35,14,20,0.212047619,0.2967619048,0.2797142857,0.2113333333,10,0.094,0.3044,0.337,0.265
AT1G51630,42,304.22,7,10,0.1248,0.2782,0.3139,0.2832,8,0.105625,0.2765,0.32675,0.291125,396.69,9,8,0.0516666667,0.393,0.3236666667,0.2313333333,10,0.085,0.3445454545,0.3260909091,0.2440909091,480.62,11,14,0.0986,0.2719333333,0.3445333333,0.2850666667,12,0.0952941176,0.3248235294,0.2565882353,0.3233529412,655.62,15,36,0.2067631579,0.2737368421,0.2959473684,0.2235526316,22,0.1431363636,0.2906363636,0.3047272727,0.2615909091
AT2G21410,42,485.04,9,3,0.5582,0.1418,0.1188,0.1812,3,0.5713333333,0.1203333333,0.1346666667,0.174,778.53,15,7,0.5386666667,0.1596,0.1377333333,0.1643333333,5,0.5073636364,0.1668181818,0.1516363636,0.1741818182,477.38,9,4,0.5848571429,0.1274285714,0.1354285714,0.1522857143,1,0.319,0.227,0.222,0.232,410.08,9,2,0.2775,0.212,0.261,0.2495,3,0.5472,0.1256,0.1746,0.1526
AT5G09590,42,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,321,7,0,NA,NA,NA,NA,1,0.062,0.274,0.303,0.361,1026.36,19,26,0.0965925926,0.1534074074,0.2405185185,0.5094074074,24,0.0959677419,0.3086451613,0.1951290323,0.4003225806,952.89,16,27,0.1366470588,0.1703529412,0.2550588235,0.438,19,0.1753684211,0.1710526316,0.2824736842,0.3710526316
AT5G13490,41,767.28,13,30,0.0825483871,0.1772903226,0.3290322581,0.4110645161,29,0.1099655172,0.2223793103,0.2614827586,0.4062068966,620.87,9,19,0.0401904762,0.1580952381,0.3330952381,0.4685238095,29,0.0426774194,0.1760967742,0.3152258065,0.4660322581,563.79,10,11,0.0826923077,0.1488461538,0.2328461538,0.5355384615,8,0.1060909091,0.284,0.2032727273,0.4069090909,489.97,9,21,0.137375,0.1656666667,0.2557916667,0.441125,16,0.1353125,0.1504375,0.3039375,0.410125
AT1G11580,41,567.86,10,19,0.2912105263,0.2381052632,0.2406315789,0.2302631579,22,0.3883461538,0.1952307692,0.2195,0.1971538462,499.63,10,10,0.334,0.2395,0.2477,0.1788,15,0.31425,0.2429375,0.2553125,0.1875,615.75,11,23,0.386037037,0.2087777778,0.234,0.1712222222,12,0.1588333333,0.35,0.2612777778,0.2297222222,596.62,10,28,0.2779375,0.26834375,0.25728125,0.19659375,11,0.3190666667,0.2084666667,0.2571333333,0.2151333333
AT2G01470,41,597.17,8,29,0.3006551724,0.3065517241,0.2084827586,0.1844137931,17,0.3676470588,0.2483529412,0.1928823529,0.1913529412,633.25,10,13,0.2514615385,0.3217692308,0.2456153846,0.1811538462,17,0.292,0.3072941176,0.2298235294,0.171,791.35,14,13,0.2322307692,0.3176153846,0.2682307692,0.1821538462,23,0.2090294118,0.2374117647,0.3511764706,0.2025882353,571.71,9,20,0.36035,0.2203,0.20785,0.2114,6,0.3628333333,0.1948333333,0.218,0.2243333333
AT4G27585,41,569.25,10,22,0.0953214286,0.16575,0.3281428571,0.4107142857,18,0.0938571429,0.2116666667,0.2888095238,0.4056666667,653.57,12,9,0.0451,0.1636,0.3373,0.454,14,0.087,0.2032666667,0.3060666667,0.4036,585.59,10,14,0.1232666667,0.1658666667,0.2479333333,0.4633333333,18,0.118125,0.2985,0.2090833333,0.374375,486.47,9,13,0.1383333333,0.1764666667,0.2562666667,0.4289333333,7,0.118,0.1815555556,0.3013333333,0.3986666667
AT5G27330,41,472.89,9,11,0.2012727273,0.2847272727,0.257,0.2570909091,13,0.3382307692,0.2516153846,0.2122307692,0.1980769231,705.1,14,10,0.2041,0.3839,0.2572,0.155,25,0.2374,0.35312,0.24336,0.16608,616.99,13,5,0.1624,0.2462,0.272,0.319,16,0.1850454545,0.2562272727,0.3482272727,0.2105,209.25,5,7,0.3522857143,0.2307142857,0.2045714286,0.2122857143,2,0.245,0.211,0.2475,0.297
AT3G14840,40,394.6,8,12,0.16275,0.2975,0.2575833333,0.2819166667,10,0.2448,0.2389,0.2392,0.2771,484.33,10,7,0.137125,0.261125,0.27225,0.32925,8,0.1588888889,0.216,0.2853333333,0.3396666667,321.37,8,7,0.1782857143,0.222,0.2448571429,0.3547142857,8,0.1596153846,0.263,0.307,0.2707692308,637.83,14,25,0.235,0.23024,0.26128,0.27328,11,0.1952727273,0.2181818182,0.2928181818,0.2936363636
AT3G47520,40,388.41,6,10,0.0862,0.1684,0.2958,0.4493,9,0.084,0.144,0.3311111111,0.4406666667,496.82,9,0,NA,NA,NA,NA,2,0.062,0.128,0.304,0.506,770.42,14,17,0.1205294118,0.195,0.2773529412,0.407,16,0.0828095238,0.3389047619,0.1739047619,0.4044761905,675.66,11,24,0.14675,0.20325,0.305375,0.3447916667,14,0.0938571429,0.2428571429,0.3105,0.3526428571
AT2G33210,40,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1187.98,21,17,0.0986521739,0.1476086957,0.2372608696,0.5165217391,6,0.1334545455,0.2722727273,0.2195454545,0.3748181818,1065.23,19,17,0.13396,0.16308,0.2378,0.46512,12,0.1688823529,0.1610588235,0.2792941176,0.3905294118
AT5G35160,39,385.96,7,14,0.1059333333,0.2758666667,0.3397333333,0.2783333333,9,0.1132,0.3075,0.3161,0.2634,531.5,11,11,0.0545625,0.37775,0.3225625,0.245125,14,0.0819047619,0.3391428571,0.334047619,0.244952381,472.34,10,21,0.1015862069,0.2647931034,0.3310689655,0.3025172414,12,0.0906111111,0.3629444444,0.2551111111,0.2912222222,579.22,11,45,0.1951698113,0.2822075472,0.295,0.2277924528,17,0.09868,0.2938,0.32464,0.28284
AT4G34200,39,316.7,5,6,0.1265714286,0.2964285714,0.275,0.3014285714,6,0.205,0.197,0.2225714286,0.3755714286,421.48,8,4,0.13425,0.15275,0.30075,0.4115,6,0.1271666667,0.1791666667,0.3151666667,0.3785,867.77,15,26,0.1283703704,0.2352222222,0.3262222222,0.3101851852,14,0.0722631579,0.3624736842,0.1855789474,0.3795263158,627.79,11,29,0.1564516129,0.2033548387,0.2979032258,0.3421935484,31,0.1416969697,0.2201818182,0.3005757576,0.3374545455
AT4G31500,39,470.73,9,17,0.2916896552,0.2977931034,0.2232068966,0.1874827586,11,0.4565238095,0.232047619,0.1714761905,0.1401428571,668.77,13,16,0.31,0.3304090909,0.2088636364,0.1510909091,34,0.3399818182,0.2987272727,0.2044181818,0.1567272727,532.91,10,10,0.2223333333,0.25375,0.2650833333,0.2589166667,13,0.2362142857,0.2237857143,0.34425,0.1955,322.73,7,10,0.3309230769,0.2216923077,0.2284615385,0.2186923077,10,0.3531,0.1907,0.231,0.2252
AT5G10840,39,415.68,6,12,0.0704166667,0.2635,0.41375,0.2523333333,9,0.0915555556,0.319,0.3311111111,0.2583333333,409.23,6,6,0.03,0.3328333333,0.3998333333,0.2371666667,7,0.0712857143,0.2812857143,0.3328571429,0.3147142857,621.91,12,13,0.1231875,0.2453125,0.3545,0.276875,8,0.0963846154,0.3716923077,0.2176923077,0.3143076923,800.19,15,46,0.1805510204,0.2927755102,0.2894285714,0.2373673469,8,0.115375,0.35,0.28275,0.251875
AT2G47800,39,329.43,7,3,0.4146666667,0.1933333333,0.19,0.2023333333,7,0.445,0.166,0.1831428571,0.2058571429,643.97,13,11,0.4541818182,0.1781818182,0.1691818182,0.1990909091,12,0.4561538462,0.165,0.1765384615,0.2023076923,389.19,9,9,0.3597777778,0.1556666667,0.2127777778,0.2718888889,0,NA,NA,NA,NA,461.69,10,7,0.2787142857,0.2255714286,0.2647142857,0.2311428571,12,0.4133333333,0.16725,0.2095833333,0.2096666667
AT5G25100,38,346.34,5,6,0.0546666667,0.2756666667,0.4083333333,0.2613333333,4,0.05975,0.311,0.3385,0.29075,383.67,6,4,0.084,0.32525,0.36425,0.22675,3,0.074,0.353,0.3293333333,0.244,665.92,14,23,0.123625,0.2521666667,0.3460416667,0.2782916667,6,0.0942,0.3564,0.235,0.3145,689.75,13,34,0.1859722222,0.2802222222,0.3043888889,0.2294166667,14,0.1174285714,0.3097857143,0.3067142857,0.266
AT2G36850,38,617.38,11,9,0.1611111111,0.2827777778,0.2734444444,0.2827777778,21,0.2538095238,0.2508095238,0.233952381,0.2610952381,544.76,11,5,0.1174,0.26,0.3212,0.3018,14,0.1444285714,0.241,0.2851428571,0.3293571429,327.45,7,5,0.2038,0.2224,0.2432,0.3306,9,0.1981428571,0.2646428571,0.2600714286,0.2772857143,456.45,9,19,0.207,0.2363684211,0.2809473684,0.2757368421,9,0.1975,0.2174,0.3076,0.2775
AT5G64030,38,480.9,10,10,0.095,0.3014,0.3361,0.2676,11,0.1195384615,0.3316923077,0.3196923077,0.2292307692,463.94,9,5,0.0922,0.3812,0.3038,0.2228,9,0.1399090909,0.3466363636,0.3093636364,0.2038181818,397.51,9,15,0.0723157895,0.325,0.3458947368,0.2564736842,4,0.1412857143,0.2874285714,0.2708571429,0.3002857143,467.2,10,28,0.207375,0.24759375,0.27978125,0.26503125,2,0.183,0.309,0.2625,0.245
AT3G54110,37,498.57,9,25,0.0929032258,0.1912903226,0.299516129,0.4162580645,24,0.09534375,0.19809375,0.2963125,0.41003125,647.48,13,20,0.0544782609,0.1612173913,0.3236086957,0.460826087,29,0.0675588235,0.1765588235,0.3155294118,0.4402647059,372.23,8,13,0.0983571429,0.1631428571,0.2465,0.4921428571,7,0.1299,0.3083,0.2494,0.3122,300.23,7,19,0.1861818182,0.2030454545,0.2540909091,0.3566818182,10,0.1776153846,0.1736923077,0.2886153846,0.3596153846
AT2G01720,37,472.18,9,17,0.2442777778,0.3074444444,0.2316111111,0.2163333333,15,0.3564666667,0.2567333333,0.1927333333,0.1942666667,403.33,8,14,0.2141333333,0.3203333333,0.2610666667,0.2044666667,26,0.2478571429,0.3091785714,0.2340357143,0.2087857143,486.7,10,13,0.2082307692,0.2919230769,0.2717692308,0.2280769231,16,0.1767777778,0.2601481481,0.341,0.2221851852,482.08,10,24,0.3944074074,0.2194074074,0.1931111111,0.1931851852,15,0.33775,0.1987,0.2247,0.23875
AT4G16660,37,125.35,2,3,0.238,0.276,0.2376666667,0.2483333333,4,0.37425,0.22825,0.1875,0.21,272.22,6,3,0.391,0.3153333333,0.156,0.138,9,0.3506666667,0.2742222222,0.1996666667,0.1754444444,769.63,16,28,0.25275,0.2798571429,0.25325,0.2142142857,20,0.1796451613,0.2501290323,0.3358709677,0.2344516129,664.15,13,37,0.3361794872,0.2247435897,0.2110769231,0.2280512821,13,0.3598461538,0.1893846154,0.2258461538,0.2249230769
AT4G02510,37,529.59,11,13,0.0541428571,0.1132857143,0.2951428571,0.5375714286,12,0.10075,0.1179166667,0.32825,0.4531666667,622.37,12,8,0.0542222222,0.0822222222,0.2296666667,0.6336666667,6,0.1636666667,0.1466666667,0.2575,0.4321666667,132.58,3,7,0.0986666667,0.1463333333,0.2796666667,0.4755555556,8,0.0830769231,0.3215384615,0.1570769231,0.4383846154,530.82,11,25,0.1415555556,0.230962963,0.3151111111,0.3124444444,12,0.1142857143,0.213,0.3494285714,0.3229285714
AT1G04430,37,390.12,9,9,0.1786666667,0.2305555556,0.3207777778,0.27,10,0.0955,0.214,0.3825,0.3081666667,486.28,10,2,0.049,0.249,0.438,0.2635,12,0.1018333333,0.2849166667,0.3594166667,0.2533333333,392.35,9,4,0.15475,0.2435,0.3445,0.25725,7,0.0876,0.405,0.2365,0.2704,451.93,9,8,0.1961538462,0.2774615385,0.2956153846,0.2306923077,3,0.2136666667,0.2313333333,0.279,0.2766666667
AT2G01970,37,260.73,5,2,0.0975,0.1885,0.37,0.344,2,0.078,0.203,0.368,0.3505,423.74,9,4,0.02925,0.132,0.53375,0.30525,3,0.0616666667,0.2196666667,0.423,0.2953333333,353.27,8,15,0.1008095238,0.2586190476,0.4082857143,0.2323809524,1,0.082,0.418,0.204,0.296,726.72,15,18,0.226925,0.2651,0.27475,0.23335,9,0.1755384615,0.2477307692,0.3029230769,0.2739230769
