Protein,FS1 A H322,FS1 B H322,FS2 A H322,FS2 B H322,FP1 A H322,FP1 B H322,FP2 A H322,FP2 B H322,FP3 A H322,FP3 B H322,MIN PSMs for quant
ELMO2,2.8832,2.7412,1.1255,1.1383,0.7496,0.791,0.9056,0.9412,0.9362,1.021,18
ELMO3,2.8113,2.8503,1.1169,1.1898,0.6346,0.7153,0.8331,0.8882,0.8849,0.9265,40
ELMOD2,0.5243,0.453,0.4008,0.3795,1.2171,1.1449,1.9923,1.8033,1.2839,1.2956,65
ELMSAN1,0.4467,0.4388,0.6487,0.6222,1.6067,1.635,0.8687,0.8893,1.9431,1.7089,119
ELOF1,2.0089,2.1166,1.58,1.4106,1.3206,1.4376,0.5646,0.5645,0.9646,0.8544,8
ELOVL1,0.4529,0.4672,0.3814,0.3685,1.2708,1.1293,2.0211,1.6559,1.2865,1.3952,27
ELOVL5,0.3214,0.2754,0.1915,0.131,1.1464,1.0142,1.9982,1.7336,1.3213,1.4365,10
ELOVL6,0.0699,0.1446,0.1226,0.1407,1.3456,1.3073,2.439,2.1419,1.0758,1.1454,3
ELOVL7,1.0354,1.032,0.5052,0.6174,1.0815,1.0408,1.6104,1.4992,1.196,1.2875,8
ELP2,3.9978,3.9998,1.2945,1.3048,0.5286,0.5705,0.6731,0.6413,0.6137,0.6513,32
ELP3,3.5928,3.4749,1.218,1.2663,0.5644,0.6015,0.6505,0.7107,0.7786,0.8328,34
ELP4,4.5464,4.6414,1.3048,1.4138,0.4152,0.4892,0.545,0.5712,0.4934,0.5192,14
ELP5,3.0528,3.4743,1.1199,1.3077,0.7613,0.7873,0.7887,0.7643,0.7797,0.6948,8
ELP6,4.2503,3.1554,1.2458,1.2654,0.7267,0.6643,0.5518,0.5556,0.5431,0.5142,15
EMB,0.4383,0.4834,0.3553,0.3122,1.5743,1.5033,1.8767,1.8121,1.0403,0.9792,23
EMC1,0.6046,0.6225,0.4803,0.4438,1.1678,1.0964,1.8221,1.6412,1.2558,1.3279,166
EMC10,0.2811,0.1829,0.2378,0.2022,1.3003,1.2205,2.0828,1.9474,1.2405,1.3152,18
EMC2,0.3504,0.4512,0.3482,0.3368,1.2693,1.1007,2.0488,1.7944,1.3476,1.3998,80
EMC3,0.4133,0.3999,0.3256,0.3412,1.2657,1.1326,2.0138,1.8271,1.3127,1.3869,35
EMC4,0.3917,0.4263,0.3811,0.3801,1.2834,1.1672,1.983,1.7602,1.2847,1.3353,32
EMC6,0.9084,0.8448,0.5546,0.5692,1.1226,1.0694,1.66,1.4706,1.2215,1.2669,14
EMC7,0.6675,0.6436,0.4655,0.4523,1.1951,1.1263,1.7302,1.6174,1.3451,1.4077,66
EMC8,0.7365,0.7359,0.4315,0.4527,1.2162,1.1177,1.7739,1.6158,1.1652,1.2705,70
EMC9,1.5522,1.7336,0.7442,0.4393,1.0496,1.0109,1.6322,1.5069,0.9821,1.0642,7
EMD,0.5245,0.4648,0.4322,0.415,2.0651,2.1563,1.2648,1.2185,0.842,0.8478,129
EME1,0.8018,0.7836,0.7706,0.7325,0.7152,0.7321,0.748,0.7129,3.6053,2.8143,17
EMILIN1,1.7262,0.8342,1.9508,0.8248,1.242,0.8927,1.0025,0.84,0.8092,1.3226,15
EMILIN2,2.3169,1.3294,1.0691,0.9348,0.8668,1.1814,1.2128,0.9558,1.3971,1.1325,1
EML1,3.8177,3.9365,1.4623,1.5459,0.5482,0.5845,0.5575,0.5841,0.5749,0.5307,16
EML2,4.8263,5.1733,1.357,1.3467,0.436,0.4651,0.408,0.3671,0.3776,0.3896,36
EML3,2.5773,2.6476,1.8191,1.8129,0.5749,0.6002,0.602,0.6203,1.0326,0.8738,47
EML4,3.4031,3.3623,1.6759,1.8198,0.5597,0.6046,0.5978,0.5974,0.515,0.5449,142
EML5,1.482,1.4619,1.0653,1.0776,1.0615,1.089,1.198,1.1737,1.2223,1.1354,2
EML6,0.8098,1.2217,2.0297,1.9296,1.009,0.9331,1.0294,0.89,1.0116,0.8766,1
EMP2,0.2198,0.1175,0.0714,0.0955,1.4259,1.3219,1.8462,1.6432,0.8241,0.7563,21
EMR2,0.4198,0.3906,0.2486,0.2242,1.5583,1.6124,1.766,1.7253,1.2491,1.2077,8
ENAH,2.6867,2.647,1.4014,1.3975,0.7752,0.8399,0.8902,0.9354,0.649,0.7281,120
ENDOD1,0.4225,0.3777,0.3467,0.365,1.159,1.12,1.5842,1.5256,1.9839,1.8223,68
ENDOG,0.4237,0.4698,1.5777,1.5456,1.031,1.0425,1.5151,1.3181,0.8761,0.8169,35
ENDOV,2.9929,3.4485,1.1619,1.1789,0.6972,0.6393,0.7945,0.6795,1.2117,0.9589,1
ENG,0.4143,0.3652,0.4945,0.4119,1.2775,1.2352,1.5529,1.5226,2.0309,1.6312,2
ENGASE,0.9249,1.0111,2.2916,2.2454,1.0722,1.0686,0.6376,0.6137,1.0576,0.8895,18
ENKD1,1.1461,1.1386,1.074,1.0541,0.9598,1.0782,1.2569,1.3254,1.1005,1.0593,8
ENO1,5.3175,5.6203,1.3928,1.3269,0.3421,0.3575,0.3296,0.3258,0.3031,0.2941,1551
ENO2,3.5009,3.6127,1.2004,1.084,0.6795,0.6193,0.852,0.7061,0.6526,0.6533,7
ENO3,5.3523,5.8563,1.3795,1.3575,0.303,0.3134,0.278,0.2681,0.2676,0.259,44
ENOPH1,4.9195,5.0293,1.2152,1.1896,0.4768,0.4746,0.5394,0.48,0.4432,0.4349,53
ENOSF1,3.963,4.247,1.2384,1.1843,0.5858,0.5636,0.5823,0.5891,0.5836,0.5741,26
ENOX2,1.1723,1.0903,0.7817,0.8532,0.9784,1.0386,0.7973,0.8594,2.4357,2.1817,8
ENPEP,2.52,2.6929,1.0574,0.9425,0.7985,0.7082,0.6932,0.8543,1.1247,1.254,3
ENPP1,0.6021,0.5697,0.4686,0.4301,1.459,1.3956,1.803,1.7193,1.127,1.1761,15
ENPP4,0.1774,0.1874,0.6859,0.6223,0.7581,0.7372,1.6567,1.5338,2.2005,1.8285,29
ENSA,4.6556,4.8871,1.1757,1.1711,0.4461,0.4484,0.4727,0.4701,0.4317,0.4343,94
ENTHD2,2.4912,2.0203,1.1093,1.2494,0.759,0.9043,1.0047,0.9029,1.1703,0.9586,6
ENTPD1,1.7814,0.6134,1.4574,0.9698,1.0212,1.1083,0.9157,1.1184,1.4946,1.4441,1
ENTPD2,0.3639,0.4076,0.3949,0.4139,1.5078,1.3643,1.8028,1.6187,1.3318,1.2548,5
ENTPD4,0.348,0.3556,0.3496,0.36,0.7346,0.7619,1.9813,1.8392,2.3559,1.7304,6
ENTPD5,0.2674,0.3081,1.2026,1.3029,1.0771,0.9563,1.8712,1.4546,0.924,1.0352,27
ENTPD6,0.4523,0.4172,0.439,0.4134,0.9208,0.9246,1.929,1.788,1.6757,1.5164,44
ENTPD8,0.8439,0.8601,0.5636,0.5321,1.5093,1.3933,1.2027,1.2785,1.6449,1.5297,1
ENY2,1.9855,2.0264,1.4697,1.347,1.4382,1.4658,0.6349,0.5989,0.5787,0.5636,40
EOGT,0.5836,0.5494,1.4298,1.4028,0.9934,0.8976,1.4741,1.2012,1.0158,1.0275,38
EP300,0.4972,0.4444,3.0834,3.0049,0.8681,0.829,0.5514,0.5895,0.5569,0.5503,41
EP400,0.4338,0.4299,0.7878,0.7768,2.1781,2.2177,0.7422,0.7499,1.2268,1.1741,90
EPAS1,0.2451,0.5603,1.1944,1.2679,1.4204,1.3373,0.9931,1.0444,1.6109,1.4814,1
EPB41,0.5127,0.4749,0.4709,0.4433,1.8707,1.9377,1.6095,1.6484,0.7168,0.7545,101
EPB41L1,0.6781,0.6653,0.637,0.5917,1.496,1.539,1.6246,1.6154,0.8423,0.8963,632
EPB41L2,0.6906,0.7035,0.7848,0.7481,1.6085,1.601,1.5523,1.4778,0.6994,0.7191,142
EPB41L3,0.464,0.5926,1.9239,2.4399,1.089,0.8857,0.3976,0.4781,2.0257,1.5214,1
EPB41L4A,0.4459,0.4623,0.4025,0.3676,1.585,1.6424,1.7501,1.719,0.9736,0.9721,42
EPB41L4B,0.4872,0.5224,0.4339,0.3809,1.4158,1.4581,1.7151,1.6911,1.1763,1.1365,34
EPB41L5,0.4055,0.3646,0.3279,0.3341,1.481,1.5877,1.7277,1.7082,1.0734,1.0588,50
EPB42,1.2246,1.6514,0.9498,1.0206,0.6971,0.9512,1.8708,0.7145,1.1752,1.1323,5
EPC1,0.7682,0.9031,0.8592,0.8727,1.7083,1.8907,0.7651,0.7555,1.2515,1.1315,19
EPC2,0.4315,0.3743,0.7776,0.8086,1.96,1.9053,0.7216,0.7278,1.4509,1.3886,14
EPCAM,0.4917,0.4938,0.3812,0.3674,1.4685,1.3996,1.7955,1.6317,1.2548,1.1698,146
EPDR1,0.556,0.5094,0.4879,0.4583,0.9017,0.8736,1.8913,1.7782,1.6659,1.3614,40
EPG5,3.0916,3.1547,0.85,0.8721,0.6469,0.7277,0.968,1.0898,0.9054,0.9532,36
EPHA1,1.0264,0.8613,0.6646,0.5609,1.6141,1.3622,1.4061,1.3683,1.1755,1.0443,9
EPHA2,0.4512,0.5299,0.31,0.3039,1.5039,1.4327,1.8154,1.7229,1.2082,1.1484,196
EPHA4,0.7262,0.7933,0.7049,0.6784,1.2595,1.2951,1.699,1.5389,1.3739,1.2723,6
EPHA7,1.1022,0.8238,0.6526,0.5881,1.3581,1.2341,1.5985,1.2979,1.0708,1.0696,3
EPHB2,0.4716,0.5152,0.5824,0.4734,1.4201,1.4196,1.7916,1.7384,1.0589,1.0824,79
EPHB3,0.3974,0.4034,0.4785,0.422,1.5,1.4401,1.7949,1.7208,1.0745,1.0801,33
EPHB4,0.7137,0.6677,0.6219,0.586,1.3687,1.3374,1.7266,1.7133,1.1091,1.0278,22
EPHX1,0.4354,0.4587,0.3482,0.3384,1.1792,1.1125,1.7569,1.6533,1.5014,1.4824,721
EPHX4,0.5087,0.527,0.3605,0.281,1.1643,1.1285,2.0171,1.7149,1.3569,1.4245,18
EPM2A,2.4668,2.3251,1.0761,1.0132,0.5674,0.7567,0.6476,0.8359,1.557,1.5382,3
EPM2AIP1,1.0828,0.9525,2.4678,2.2284,0.7664,0.8008,0.8258,0.8313,0.755,0.7426,49
EPN1,2.3704,2.5338,1.1342,1.1679,0.8994,1.1306,0.9412,1.0207,0.6622,0.6372,33
EPN2,1.4045,1.4454,0.9062,0.903,1.4558,1.4982,1.1931,1.2698,0.7859,0.7219,40
EPN3,0.9219,0.9277,1.1977,1.1374,1.3942,1.4718,1.202,1.2294,0.8044,0.7806,28
EPPK1,2.8276,2.7819,1.379,1.449,0.6634,0.7474,0.7762,0.8743,0.7648,0.8602,429
EPRS,0.7956,0.8066,1.0852,0.9935,0.6476,0.6527,1.008,0.9513,2.5477,2.1216,1321
EPS15,1.6479,1.5563,1.6116,1.6865,0.8057,0.855,1.0396,1.0401,0.9045,0.8757,164
EPS15L1,1.3346,1.2017,1.9083,1.9252,1.0049,1.0794,0.8917,0.9223,0.6268,0.6277,146
EPS8,0.7059,0.703,1.0786,1.0273,1.0295,1.0643,1.2843,1.2751,1.5558,1.4505,399
EPS8L1,3.2749,3.4548,1.1276,1.182,0.6277,0.7048,0.7641,0.7704,0.8526,0.8624,192
EPS8L2,3.4399,3.7667,0.8556,0.9007,0.6486,0.7472,0.833,0.9277,0.7515,0.8109,253
EPT1,0.3169,0.3668,0.6098,0.6283,1.5533,1.4841,2.0362,1.6604,0.9588,0.8511,2
ERAL1,0.3714,0.4026,0.6324,0.6025,1.1345,1.0592,1.9855,1.9397,1.0315,0.9654,30
ERAP1,0.5051,0.4634,1.4154,1.3761,1.0553,0.9661,1.5415,1.2836,0.927,0.9851,100
ERBB2,0.5235,0.4928,0.4274,0.4842,1.5212,1.5019,1.7032,1.6524,1.0934,1.0957,74
ERBB2IP,0.4357,0.4489,0.6508,0.6204,1.5609,1.6261,1.6626,1.7173,0.8159,0.8497,170
ERBB3,0.4112,0.4205,0.5103,0.4456,1.3442,1.3475,1.7936,1.7073,1.1542,1.1494,54
ERC1,3.0766,3.1393,1.712,1.7413,0.6239,0.6884,0.6716,0.6989,0.5212,0.5105,89
ERCC1,1.2065,1.3959,1.8098,1.7016,0.9407,0.9308,0.8058,0.8602,1.2387,1.275,11
ERCC2,0.8631,0.8607,2.1078,1.9114,1.0473,1.0934,0.8392,0.8479,0.9127,0.8957,46
ERCC3,0.531,0.4879,1.7039,1.5397,1.1313,1.1726,0.8164,0.8248,1.5769,1.3564,49
ERCC4,0.6324,0.7733,1.5201,1.3675,1.0314,1.0822,1.0536,1.0731,1.3472,1.352,52
ERCC5,0.5118,0.5954,2.3165,2.098,0.9251,0.985,0.7933,0.8276,1.2721,1.1185,14
ERCC6,0.4518,0.4665,0.8361,0.7801,0.956,0.95,0.8798,0.8375,2.5295,2.2076,48
ERCC6L,4.1418,4.2445,0.9131,1.0464,0.5717,0.6814,0.7128,0.8021,0.5802,0.6798,47
ERCC6L2,0.7932,0.7115,1.4867,1.4612,1.0239,1.2417,0.9531,1.0485,1.401,1.3489,4
ERCC8,1.0988,1.1745,2.4427,2.3343,0.6983,0.7268,0.5822,0.6175,0.8564,0.7347,5
EREG,0.2319,0.2614,0.2743,0.2193,1.3673,1.552,1.9413,1.7713,1.5114,1.3578,1
ERF,3.5087,3.5549,1.3167,1.2867,0.6617,0.6333,0.819,0.8175,0.5736,0.6068,5
ERGIC1,0.6047,0.5356,0.3787,0.379,1.0309,1.0085,1.4631,1.3755,2.0437,1.774,44
ERGIC2,0.4398,0.4421,0.3479,0.3353,0.981,0.9178,1.9103,1.6847,1.8744,1.6778,159
ERGIC3,0.4184,0.4063,0.3416,0.3213,0.9341,0.9042,1.8314,1.6645,1.9483,1.6939,361
ERH,0.3863,0.4015,0.7396,0.7339,2.3248,2.4262,0.6554,0.677,1.2341,1.2774,146
ERI1,0.8056,0.8608,0.9154,0.9289,0.5935,0.601,0.6869,0.7452,2.8064,2.3036,24
ERI3,2.9155,3.0341,1.4391,1.559,0.6315,0.6558,0.7962,0.7487,0.8961,0.809,25
ERICH1,0.5079,0.5932,1.2905,1.489,1.1205,1.149,0.9767,0.8285,1.7601,1.6104,6
ERLEC1,0.449,0.4338,0.3246,0.3079,1.2752,1.2025,1.963,1.8103,1.2341,1.3452,126
ERLIN1,0.4802,0.4579,0.3207,0.322,1.2693,1.2138,1.9362,1.7505,1.259,1.3622,81
ERLIN2,0.4057,0.4144,0.3426,0.3652,1.284,1.1929,1.9546,1.7956,1.2197,1.3503,118
ERMAP,0.5671,0.5789,0.6168,0.5942,1.4473,1.4512,1.5155,1.4644,1.2587,1.1421,7
ERMP1,0.4765,0.4998,0.3726,0.3641,1.2785,1.2282,1.7801,1.6642,1.2314,1.3033,282
ERN1,0.4386,0.491,0.3654,0.2873,1.203,1.1742,1.9678,1.8514,1.1996,1.443,25
ERN2,0.143,0.3244,0.325,0.4546,1.6545,1.6942,1.9474,1.8802,0.9163,0.9331,1
ERO1L,0.4149,0.4749,1.4315,1.3904,1.0553,0.9155,1.6457,1.3154,0.8993,0.9581,406
ERO1LB,0.3512,0.453,1.356,1.3204,1.0838,0.9854,1.5679,1.3328,1.1204,1.2513,14
ERP29,0.4774,0.4409,1.3435,1.3993,1.0726,0.938,1.6871,1.3509,0.9635,1.0073,286
ERP44,0.5119,0.486,1.0618,1.1255,0.91,0.8629,1.5141,1.2317,1.7237,1.4461,234
ERV3-1,0.831,0.7954,1.008,0.8187,1.1878,1.143,1.5263,1.4873,1.1462,1.2508,1
ESAM,1.2254,1.2901,0.5757,0.5579,1.3207,1.305,1.3256,1.2732,1.4615,1.2996,3
ESCO1,0.4811,0.4713,0.7739,0.8074,2.0383,1.9499,0.8065,0.8651,1.4906,1.3239,24
ESCO2,0.4819,0.4209,0.7202,0.695,0.7891,0.8854,0.9892,0.8707,3.2994,2.4644,22
ESD,4.0465,4.5043,1.2968,1.3001,0.4958,0.5203,0.4494,0.4577,0.5486,0.4784,80
ESF1,0.458,0.4787,0.5628,0.5335,2.0712,2.2411,0.7365,0.7413,1.6238,1.3388,108
ESPL1,1.7928,1.7139,0.9237,0.9043,0.8314,0.8694,1.1374,1.1992,1.4429,1.3727,26
ESRP1,1.2579,1.3687,1.241,1.2458,1.1775,1.269,0.9067,0.8681,1.3399,1.2037,133
ESRP2,1.0723,1.245,1.3803,1.3652,1.0412,1.1001,0.9559,0.9642,1.2623,1.1102,73
ESRRA,0.3282,0.2824,0.9602,0.8795,1.5016,1.5503,1.3109,1.3043,1.2495,1.1133,24
ESYT1,0.4156,0.4065,0.386,0.3481,1.1546,1.0992,1.5312,1.4858,1.9672,1.7907,206
ESYT2,0.5179,0.5491,0.4811,0.4386,1.169,1.1356,1.5545,1.4907,1.7929,1.6639,212
ETAA1,0.9124,0.8981,1.8102,1.9586,0.9382,0.991,0.9282,0.9755,1.0561,1.0065,14
ETF1,3.2815,3.3239,1.2629,1.4217,0.5788,0.6863,0.7887,0.8334,0.6558,0.7171,216
ETFA,0.2815,0.3112,0.9031,0.9549,1.0759,1.0607,2.3198,2.0032,0.4782,0.4451,327
ETFB,0.5175,0.5322,0.9525,0.9967,1.1219,1.1107,2.0089,1.7928,0.6428,0.6133,457
ETFDH,0.4496,0.4055,0.2932,0.2847,1.064,1.0441,2.3821,2.2396,0.8937,0.9425,72
ETHE1,0.6873,0.6923,0.9044,1.0045,1.0957,1.0961,2.0388,1.7963,0.642,0.6124,232
ETNK1,3.3489,3.5804,0.9075,0.8623,0.6831,0.6667,1.0326,0.9541,0.7519,0.7613,39
ETNK2,3.5718,3.9629,1.0543,1.0455,0.7251,0.6879,0.801,0.7735,0.6485,0.6439,4
ETS1,2.255,2.9418,1.6531,1.4146,0.7211,0.6637,0.9394,0.799,0.6948,0.684,12
ETS2,1.5792,1.8029,1.1686,1.2738,0.9551,0.8593,1.1434,1.1701,1.1327,1.1057,1
ETV1,1.1556,1.0917,1.3203,1.3511,0.9394,1.0044,1.0129,0.9795,0.8454,0.761,3
ETV3,0.9034,1.0541,1.7888,1.6986,0.9099,0.9248,1.0419,0.9319,0.9885,1.0541,12
ETV4,1.2782,1.682,1.3444,1.4171,1.1545,1.1048,0.9481,1.0402,1.1247,0.9523,2
ETV5,1.2436,1.3381,2.7692,2.5936,0.7733,0.7584,0.6542,0.6777,0.8148,0.7225,3
ETV6,0.9377,0.8942,1.6839,1.8018,1.1716,1.1701,0.8885,0.9085,0.9342,0.8669,14
EVA1A,0.4342,0.5239,0.5036,0.445,1.4818,1.2993,1.7761,1.6663,1.2829,1.3152,2
EVA1B,0.8159,0.6448,0.9936,0.4146,1.4341,1.2533,1.5881,1.3955,1.1718,1.3663,1
EVC,0.8137,0.8847,0.6287,0.5402,1.3621,1.3091,1.5286,1.4049,1.1682,1.1934,3
EVI5,1.117,1.1473,1.1397,1.0158,0.9404,0.984,1.2727,1.357,1.2908,1.2597,31
EVI5L,2.1799,2.1281,1.0996,0.9996,0.7421,0.8368,1.0379,1.1735,1.1286,1.2231,26
EVL,3.227,2.5309,1.2435,1.3467,0.7898,0.8894,0.7955,0.9046,0.6247,0.7405,20
EVPL,0.9105,0.8835,1.8264,1.7922,1.0254,1.0747,0.9362,0.96,0.9627,0.9146,991
EWSR1,0.4889,0.501,1.3243,1.0852,1.0168,1.1277,1.4849,1.4444,1.3116,0.9583,175
EXD2,0.4419,0.433,0.3572,0.3171,1.1166,1.0777,2.347,2.1178,0.8619,0.9078,111
EXO1,0.8145,0.7133,1.1418,1.0946,0.993,1.0263,1.17,1.0706,1.7431,1.4437,22
EXO5,2.4936,2.2626,1.0236,1.0316,0.7994,0.7951,1.1445,1.156,1.0637,1.0163,1
EXOC1,2.0231,1.9951,1.1875,1.1324,0.8232,0.9108,1.0645,1.1425,0.9948,1.089,98
EXOC2,2.1178,2.116,1.1799,1.1485,0.7715,0.8679,1.0611,1.1785,0.9725,1.0639,81
EXOC3,1.9551,1.9519,1.1871,1.1164,0.8329,0.9386,1.0475,1.1819,0.98,1.0724,78
EXOC4,1.9249,2.0009,1.1443,1.0789,0.8369,0.9419,1.0477,1.1691,1.0351,1.1282,135
EXOC5,2.2956,2.2622,1.15,1.0971,0.7642,0.8741,1.0589,1.1542,0.9364,1.0144,118
EXOC6,2.3744,2.3948,1.07,1.0412,0.7833,0.8603,0.9537,1.1161,0.9221,1.0685,35
EXOC6B,2.0264,2.0818,1.1829,1.133,0.7854,0.8787,0.9978,1.1247,0.9867,1.0786,83
EXOC7,2.1615,2.3365,1.2951,1.3284,0.7636,0.8064,0.9415,1.0268,0.859,0.9564,82
EXOC8,2.1765,2.2397,1.2127,1.1613,0.7612,0.8403,0.9895,1.1272,0.9145,1.0448,100
EXOG,0.4394,0.4112,0.384,0.3179,1.1125,1.0568,2.3545,2.2327,0.8817,0.9478,21
EXOSC1,0.3363,0.4503,0.5939,0.5576,1.1785,1.2305,0.6874,0.6331,3.0759,2.6402,21
EXOSC10,0.5016,0.5241,0.4765,0.4617,1.2724,1.3333,0.7395,0.7394,2.7764,2.3506,253
EXOSC2,0.8279,0.8203,0.928,0.8789,1.1634,1.1497,0.6805,0.6603,2.3998,2.0397,74
EXOSC3,0.3614,0.3165,0.6487,0.6184,1.247,1.246,0.6651,0.6364,3.0492,2.4423,52
EXOSC4,0.8569,0.8805,0.8919,0.8805,1.1106,1.1412,0.6379,0.6278,2.1995,1.9012,58
EXOSC5,0.7073,0.6854,0.7969,0.7117,1.2243,1.1992,0.7318,0.7014,2.6568,2.0941,29
EXOSC6,0.9803,1.0861,0.9383,0.9035,1.0593,1.0872,0.6333,0.6229,2.3489,2.0617,53
EXOSC7,0.785,0.7966,0.8829,0.825,1.1504,1.162,0.5997,0.6339,2.6068,2.1429,72
EXOSC8,0.8956,0.9153,0.9191,0.8533,1.1003,1.1444,0.6147,0.638,2.5254,2.0781,98
EXOSC9,0.4359,0.4832,0.9192,0.8238,1.199,1.1938,0.6219,0.6181,2.7506,2.3149,84
EXPH5,0.7903,0.7364,0.9414,0.9105,1.1912,1.2699,1.2399,1.3009,1.3501,1.3053,104
EXT1,0.4677,0.4379,0.5342,0.5054,0.9208,0.9654,1.822,1.8273,1.9435,1.5391,7
EXT2,0.4615,0.4811,0.3614,0.3822,1.1505,1.0875,1.8813,1.7189,1.5855,1.4925,28
EXTL2,0.5231,0.5104,0.4805,0.442,0.8696,0.9177,2.0934,1.8395,1.7321,1.3674,7
EXTL3,0.4197,0.4305,0.3465,0.3071,0.9386,0.9078,1.9305,1.7011,1.8016,1.543,31
EYA2,1.4247,1.8056,0.9914,1.2186,0.8593,1.0136,1.1897,1.3364,0.9923,1.0395,10
EYA3,0.8723,0.9773,1.9228,1.7638,0.8925,0.9131,1.0716,1.0986,0.9709,0.9827,14
EYA4,1.7746,2.0017,1.9439,1.8266,0.8779,0.8451,0.7802,0.7875,0.9469,0.7443,3
EZH1,0.6866,0.5496,1.1031,0.9599,1.6824,1.3946,0.6186,0.4994,1.7198,1.3729,7
EZH2,0.3669,0.4368,0.9961,0.9604,2.024,2.1924,0.6394,0.6929,1.3589,1.174,27
EZR,3.3439,3.4625,1.0863,1.1164,0.7024,0.7385,0.7842,0.8046,0.6872,0.7155,615
F10,0.9731,1.2427,0.7594,0.7715,0.9285,0.9623,1.678,1.4252,1.6658,1.063,3
F11,0.7766,0.4076,1.2428,0.7445,1.1941,0.9154,1.6712,1.3248,1.7129,1.1658,1
F11R,0.5319,0.5228,0.3968,0.3923,1.5022,1.5275,1.7549,1.6909,1.0752,1.0546,176
F12,1.5736,1.2354,1.2775,1.3342,1.0393,1.104,0.7995,1.0474,1.3093,1.0847,5
F13A1,3.7769,1.2263,0.7191,0.9773,0.6966,1.0353,1.0566,1.1817,1.3979,0.8971,42
F2,1.2535,1.0585,0.6045,0.7005,0.7163,0.9587,1.562,1.3197,1.9163,1.0569,35
F2R,0.8931,1.979,0.6342,0.0852,1.0633,1.2045,1.7021,1.4914,0.9815,0.8355,1
F2RL1,0.2399,0.1886,0.2251,0.1877,1.2473,1.1603,1.6783,1.6494,1.6,1.3243,5
F3,0.2814,0.3373,0.2682,0.2042,1.3106,1.3234,1.9299,1.7291,1.573,1.3744,22
F5,1.6029,1.3743,0.6783,0.602,0.8523,0.8772,1.2553,1.1611,1.8329,1.462,7
F9,1.987,1.1543,1.0208,0.968,1.2402,1.09,1.1089,1.1534,0.8957,1.2709,12
FA2H,0.4411,0.4647,0.3307,0.3008,1.3284,1.2667,1.8185,1.7632,1.3274,1.4261,34
FAAH2,0.369,0.3294,0.4068,0.2665,1.2141,0.9639,2.2257,1.8727,1.4355,1.4653,2
FABP4,1.6392,1.529,0.9776,1.0297,0.7468,1.4414,1.0026,1.2429,1.3629,1.1646,1
FABP5,3.3012,2.5251,0.9034,0.7293,0.453,0.7733,1.3654,0.8972,0.7871,1.0057,46
FADD,4.2918,4.9543,1.0653,1.1417,0.4687,0.536,0.559,0.582,0.5765,0.6237,21
FADS1,0.4326,0.4915,0.3117,0.2939,1.2257,1.105,2.0055,1.7205,1.4133,1.3554,13
FADS2,0.3245,0.4088,0.348,0.3475,1.3824,1.2656,2.0347,1.7873,1.3156,1.2835,8
FADS3,0.1962,0.2573,0.4579,0.5567,1.3034,1.1779,2.0298,1.8207,1.7404,1.5221,3
FAF1,2.341,2.3505,1.438,1.4338,0.692,0.7769,0.9489,0.987,0.8533,0.9693,87
FAF2,0.4324,0.4455,0.422,0.4205,1.2148,1.0906,1.8579,1.702,1.3561,1.4241,196
FAH,4.947,5.2535,1.4297,1.4087,0.3421,0.4204,0.3551,0.2997,0.3289,0.3663,20
FAHD1,0.4028,0.4158,0.8237,0.8833,1.0987,1.0766,2.3547,2.032,0.5721,0.5425,139
FAHD2A,1.6971,1.857,0.9443,1.0399,0.9029,0.8918,1.8124,1.6179,0.4618,0.4905,9
FAHD2B,0.2393,0.2609,0.73,0.8682,1.181,1.1513,2.5776,2.239,0.46,0.4045,5
FAIM,5.309,4.8183,1.182,1.2908,0.362,0.3875,0.4961,0.4874,0.4123,0.4523,11
FAM102A,3.027,2.9882,1.1317,1.0627,0.8169,0.7531,0.8823,0.8831,0.7893,0.865,13
FAM102B,1.3589,1.2106,1.1222,0.9611,0.8395,0.8003,0.8569,0.7301,2.4465,1.9045,11
FAM103A1,0.8308,0.4843,2.2116,1.9864,0.9406,0.9882,0.592,0.6164,1.3268,1.309,24
FAM104A,1.5849,1.3814,2.0555,1.9474,0.8557,0.7945,0.6268,0.6085,1.5822,1.2893,6
FAM105A,0.9188,0.93,0.6803,0.7175,1.4255,1.2045,1.3689,1.3417,1.3388,1.5436,6
FAM105B,4.9114,4.9842,0.8563,0.8958,0.4521,0.516,0.6811,0.6952,0.6007,0.6254,45
FAM107B,4.7169,5.1957,1.4701,1.3888,0.4673,0.4331,0.4196,0.4176,0.2562,0.2936,31
FAM109A,0.8816,0.907,1.022,0.8934,1.2805,1.1114,1.5856,1.6853,0.9059,0.857,2
FAM110A,1.3223,1.4186,1.2409,1.2816,0.9537,1.0511,1.3994,1.3301,0.8692,0.8836,2
FAM110C,2.7093,2.6396,1.3956,1.4355,0.6019,0.834,0.7811,0.8207,0.8983,0.8337,8
FAM111A,0.3848,0.2766,0.4597,0.4326,0.9118,0.9274,0.6538,0.6363,3.7213,2.9615,32
FAM111B,0.6329,0.6365,0.8878,0.7915,0.8342,0.8929,0.725,0.6948,3.2156,2.5584,37
FAM114A1,4.1206,4.319,0.9005,0.9915,0.5254,0.5967,0.7044,0.7765,0.733,0.7573,62
FAM114A2,1.7437,1.8832,0.872,0.8315,0.7948,0.7971,1.3437,1.3192,1.2996,1.2341,82
FAM115A,3.3259,3.1645,1.5198,1.4714,0.5556,0.6079,0.6384,0.5985,0.7413,0.751,9
