Protein,FS1 A HCC827-rep2,FS1 B HCC827-rep2,FS2 A HCC827-rep2,FS2 B HCC827-rep2,FP1 A HCC827-rep2,FP1 B HCC827-rep2,FP2 A HCC827-rep2,FP2 B HCC827-rep2,FP3 A HCC827-rep2,FP3 B HCC827-rep2,MIN PSMs for quant
AIDA,1.4026,1.3048,0.8474,1.0353,0.8434,0.8690,1.1570,1.1414,1.0660,1.1960,36
AIF1L,2.5676,2.2922,1.2248,1.2133,0.6685,0.6212,0.6376,0.3933,0.3853,0.5200,9
AIFM1,0.4554,0.4661,0.4987,0.5410,1.6509,1.6440,2.5014,2.3321,0.8983,0.9505,331
AIFM2,0.8342,0.8478,0.8094,0.7787,1.1528,1.2336,1.4198,1.4506,1.2836,1.5384,6
AIM1,0.7461,0.7457,1.1744,1.2387,1.2067,1.1712,1.2110,1.0880,0.9955,0.8742,163
AIM1L,1.5251,1.5618,1.1705,1.1915,0.8571,0.8921,0.8045,0.9037,0.7394,0.7481,16
AIM2,0.9136,0.9054,0.9119,0.9296,1.3599,1.4601,1.2989,1.2590,1.1744,0.9616,1
AIMP1,1.5733,1.5038,1.0769,1.0823,0.6770,0.6411,0.7153,0.7193,1.4074,1.3614,147
AIMP2,1.5074,1.3649,1.0639,1.0156,0.7486,0.7441,0.7578,0.7594,1.4327,1.3938,113
AIP,2.3183,2.0765,1.1091,1.1224,0.8553,0.7721,0.7345,0.7917,0.5516,0.5415,50
AJUBA,1.8883,1.6689,1.0802,1.0374,0.9698,0.9719,0.8923,0.8149,0.6861,0.6829,22
AK1,2.8191,2.7180,1.0553,1.0684,0.5788,0.5434,0.5118,0.5777,0.4832,0.4831,89
AK2,0.6664,0.6651,1.6507,1.6019,0.9693,0.9894,0.8772,0.9103,0.5570,0.5572,213
AK3,0.4572,0.5181,1.2028,1.1724,1.3322,1.3466,1.6473,1.4813,0.6426,0.6371,48
AK4,0.6053,0.6066,1.0602,1.0473,1.3739,1.3906,1.7303,1.5552,0.7492,0.7282,137
AKAP1,0.4375,0.5097,0.6105,0.5969,1.4841,1.4210,2.1030,2.0263,1.1558,1.2542,97
AKAP10,2.2422,1.9471,0.8646,0.7508,1.0049,1.0121,0.9019,1.0553,0.7073,0.7774,22
AKAP11,1.4815,1.3641,0.8924,0.8263,0.9823,0.9950,1.0834,1.1271,1.0963,1.0842,37
AKAP12,1.4589,1.4245,1.3348,1.2116,0.8199,0.7780,0.8128,0.8404,0.8345,0.8352,39
AKAP13,1.7624,1.6370,1.0664,1.0589,0.9371,0.9298,0.9306,0.8947,0.8225,0.8242,134
AKAP17A,0.4923,0.5071,0.7244,0.7147,1.4265,1.5073,1.1516,1.1774,1.9372,1.8151,41
AKAP2,1.6077,1.7858,1.8730,1.1180,0.8182,0.6939,0.5893,0.6299,0.2625,0.3555,3
AKAP3,1.5485,1.3904,0.9810,0.8319,1.0267,0.9300,0.8438,0.9323,1.4091,1.2227,2
AKAP5,0.3506,0.3691,0.3910,0.3940,1.6505,1.7541,2.1971,2.4019,1.5458,1.5842,6
AKAP6,1.5976,1.3276,0.9219,0.8090,0.9610,1.0178,1.0044,1.2132,0.8665,0.9649,4
AKAP7,0.7816,0.9095,1.3203,1.2326,1.0752,0.9179,0.6610,0.8103,1.2902,1.4703,1
AKAP8,0.4300,0.4124,0.9191,1.0148,1.3182,1.4515,0.9609,0.9221,2.0280,1.7253,54
AKAP8L,0.3343,0.4193,1.2995,1.3159,1.0280,1.0785,0.9603,1.0328,1.5017,1.4422,42
AKAP9,1.2491,1.1874,1.0355,0.9684,0.9681,0.9301,1.1091,1.0967,1.1665,1.1799,299
AKIP1,0.7275,0.6073,0.4080,0.4507,1.7105,1.6737,2.5372,2.5321,0.7561,0.7652,3
AKIRIN2,1.1385,1.1450,1.4294,1.5142,0.9322,0.7966,0.7521,0.6610,0.9296,0.8677,10
AKNA,0.9124,0.9256,1.0453,0.9546,1.1334,1.1721,1.2848,1.1457,0.9952,0.9973,11
AKR1A1,2.7266,2.5074,1.0863,1.0690,0.5933,0.5730,0.5420,0.5639,0.5209,0.4963,136
AKR1B1,2.8066,2.4603,1.0581,1.0693,0.6116,0.5741,0.5467,0.5446,0.5386,0.4881,111
AKR1B10,2.8587,2.6675,1.2289,1.1558,0.5427,0.4358,0.4173,0.4344,0.3578,0.3572,11
AKR1C3,2.9031,2.7739,1.1399,1.0542,0.4988,0.5243,0.3482,0.4037,0.4988,0.3428,11
AKR7A2,2.0804,1.8983,1.1570,1.1179,0.7829,0.7119,0.7319,0.6498,0.4976,0.4304,14
AKT1,2.5506,2.5464,0.9220,0.8706,0.7228,0.6863,0.7425,0.7119,0.6213,0.6545,19
AKT1S1,2.3479,2.7998,0.9996,0.9019,0.6193,0.6204,0.6183,0.4725,0.6257,0.6740,9
AKT2,2.4970,2.3596,0.9161,0.7867,0.8296,0.8244,0.8633,0.8232,0.6119,0.6612,21
AKT3,1.3755,1.5247,1.2696,1.1120,0.7538,0.8667,0.8408,1.0959,0.7859,1.0426,1
AKTIP,2.2912,1.9970,1.1042,0.9338,0.7443,0.7529,0.9322,0.8274,0.5932,0.7352,18
ALAD,2.5562,2.2587,1.2971,1.2072,0.5008,0.5038,0.4603,0.6268,0.4154,0.4813,16
ALAS1,0.3866,0.3835,1.2466,1.2906,1.3538,1.3297,1.5384,1.4616,0.5709,0.6715,23
ALB,2.4651,1.2439,0.8912,0.8019,0.7841,0.9123,0.8128,0.9735,0.7635,0.8070,196
ALCAM,0.4738,0.4617,0.4612,0.4618,1.6506,1.7997,2.0722,1.8718,1.2802,1.3488,208
ALDH16A1,0.9732,0.9101,0.7354,0.7941,0.8927,0.7340,0.9747,0.9906,2.1555,2.2142,33
ALDH18A1,0.5786,0.5932,1.1399,1.0916,1.4514,1.4915,1.5079,1.4194,0.6862,0.7462,238
ALDH1A1,0.7525,0.6081,1.1571,1.3362,1.2303,1.2028,1.5501,1.3465,0.9261,0.4446,3
ALDH1A3,2.9128,2.6880,1.1321,1.1163,0.5381,0.5140,0.4579,0.4560,0.4399,0.4363,138
ALDH1B1,0.4444,0.4632,1.3271,1.3787,1.2873,1.2685,1.5448,1.3062,0.5860,0.5747,175
ALDH1L2,0.4987,0.5120,1.2563,1.2139,1.3739,1.4334,1.9012,1.6255,0.5719,0.5830,37
ALDH2,0.4014,0.6372,1.3845,1.3970,1.3179,1.2800,1.5419,1.2897,0.5133,0.4617,70
ALDH3A1,1.4776,1.1106,0.6452,0.6951,0.5335,0.5653,2.3108,3.8546,0.6100,0.5768,2
ALDH3A2,0.4590,0.5006,0.4201,0.4285,1.2921,1.3275,2.1333,1.9438,1.8411,2.0044,59
ALDH3B1,0.5742,0.5681,0.6660,0.7200,1.2827,1.2787,1.6139,1.4050,1.6096,1.6119,21
ALDH4A1,0.5085,0.5329,1.1756,1.3047,1.3577,1.4284,1.6960,1.4400,0.5361,0.4962,34
ALDH5A1,0.4261,0.6011,1.4175,1.3694,1.2043,1.1865,1.4849,1.2806,0.5472,0.4918,25
ALDH6A1,0.4859,0.4522,1.3712,1.3485,1.3440,1.2659,1.5286,1.3948,0.6599,0.5830,76
ALDH7A1,1.3416,1.2639,1.2793,1.2326,1.0309,0.9820,1.1224,1.0002,0.5360,0.4991,128
ALDH9A1,1.8001,1.7536,1.2532,1.2558,0.8762,0.8576,0.8968,0.8085,0.5085,0.4913,151
ALDOA,2.8694,2.7455,1.1370,1.0931,0.5316,0.4950,0.4559,0.4560,0.4629,0.4464,830
ALDOC,2.6925,2.6171,1.2530,1.1365,0.5493,0.5099,0.4850,0.4890,0.5078,0.4287,74
ALG1,0.4777,0.4879,0.5027,0.6240,1.2007,1.2677,1.8881,1.7029,1.8337,1.8718,18
ALG11,0.4811,0.4496,0.3788,0.3884,1.3499,1.3698,2.0488,1.7411,1.9359,2.1283,8
ALG13,1.4387,1.3455,0.8846,0.8063,1.2082,1.1697,1.2658,1.1758,0.9611,1.0396,4
ALG14,0.9151,0.8037,0.5537,0.5035,1.4213,1.4386,1.7665,1.6843,1.5289,1.4003,8
ALG2,0.4349,0.4337,0.3536,0.4119,1.2498,1.3328,2.1735,1.8703,1.8039,2.0148,41
ALG3,0.5412,0.5414,0.2072,0.2427,1.2914,1.4754,2.4172,2.0925,1.8724,1.9204,3
ALG5,0.3379,0.2909,0.3675,0.3813,1.3101,1.4039,2.1992,2.0294,1.7865,1.9844,32
ALG6,0.4171,0.3994,0.4976,0.4285,1.3208,1.3954,2.1416,1.9023,1.7753,1.8449,24
ALG8,0.6497,0.6349,0.5188,0.6135,1.1762,1.2228,1.9713,1.6201,1.6917,1.7249,6
ALKBH1,1.1681,1.1206,1.1566,1.1697,1.1108,1.0550,1.1757,1.1575,0.6371,0.6275,18
ALKBH2,0.5204,0.4733,0.9545,1.0973,1.0449,1.0711,0.9948,1.0499,2.0439,1.8236,10
ALKBH3,2.3973,1.9670,1.1128,0.9744,0.8267,0.8393,0.7359,0.7357,0.5470,0.5880,3
ALKBH4,1.9451,1.9585,1.0414,1.0321,0.8515,0.8673,0.8000,0.7674,0.7660,0.7031,8
ALKBH5,0.8751,0.7753,1.7549,1.7850,0.8692,0.8172,0.5819,0.5834,0.8230,0.6838,27
ALKBH6,2.1083,2.1523,0.9012,0.8751,0.9519,0.8252,1.0294,0.8268,0.6101,0.6927,4
ALKBH7,0.5963,0.3353,1.0528,1.0113,1.2775,1.2073,1.6280,1.4318,0.8046,0.7518,7
ALKBH8,2.3235,2.3031,1.0315,1.0007,0.7051,0.7424,0.5844,0.5959,0.6497,0.7385,11
ALMS1,1.6157,1.4434,0.9541,0.9296,1.0318,1.0034,1.1603,1.1521,0.9167,0.9371,38
ALOX5,2.1317,1.9994,1.2742,1.2410,0.7193,0.7129,0.6394,0.5945,0.5103,0.5117,13
ALOXE3,1.3551,1.4778,0.9442,1.0295,1.0377,0.9832,1.1068,0.9876,0.9755,1.1249,3
ALPK1,2.0362,2.0461,1.0167,0.8300,0.8949,0.8795,0.7611,0.8241,0.6444,0.7761,9
ALPK3,1.6258,1.3862,1.2723,1.2737,0.9313,0.8975,0.8564,0.8411,0.6706,0.6708,20
ALPP,0.4040,0.6608,0.4555,0.5652,1.3132,1.5053,1.7913,1.4853,1.7682,1.9301,6
ALS2,2.3978,2.1888,0.8593,0.7492,0.8736,0.8938,1.0442,0.9940,0.7931,0.8775,20
ALS2CL,1.7925,1.6469,0.7856,0.8776,0.9766,1.0411,1.1113,1.1646,1.0047,1.0086,12
ALYREF,0.5689,0.6274,0.5757,0.5935,1.3622,1.5139,1.2686,1.2491,1.9971,1.9345,141
AMACR,0.6022,0.5054,1.0628,1.0101,1.1682,1.0818,1.9225,1.3266,0.9471,0.9871,14
AMBP,1.2014,1.2439,0.6892,1.0792,1.1303,1.4385,0.9532,1.2049,1.3430,1.2495,10
AMBRA1,0.8403,0.8197,1.6459,1.5820,0.9023,0.8666,0.7320,0.7977,0.7422,0.8016,20
AMD1,2.8649,2.6272,1.4033,1.3863,0.5047,0.5133,0.3921,0.3872,0.5458,0.4536,1
AMDHD2,2.9901,2.5769,1.1739,1.1502,0.4942,0.5335,0.4615,0.6857,0.4087,0.3212,8
AMER1,0.8574,0.7825,0.6742,0.8540,0.8366,1.3553,1.6468,2.1846,1.1158,1.5039,2
AMFR,0.6294,0.6152,0.6722,0.5960,1.1845,1.2427,1.7263,1.7279,1.6963,1.9434,28
AMIGO2,0.5370,0.4988,0.3940,0.4472,1.2639,1.4152,2.0510,1.9200,1.6189,1.7703,15
AMMECR1,1.7049,1.5409,1.0619,0.9979,1.0156,1.0713,0.9287,0.9773,0.7384,0.7555,4
AMMECR1L,1.8766,1.7715,1.1878,1.3098,0.9187,0.8709,0.6760,0.5756,0.6434,0.6927,2
AMN1,1.9632,1.6757,0.9613,0.8366,0.9544,0.9584,0.9407,0.9273,0.9505,0.8948,5
AMOTL1,0.6340,0.5799,1.1631,1.0870,1.5672,1.7566,1.3898,1.4252,0.8884,0.8984,9
AMOTL2,1.7239,1.6906,1.1981,1.1809,0.9249,0.9023,0.7966,0.8379,0.6354,0.7185,16
AMPD2,2.6880,2.5063,1.2465,1.1612,0.5583,0.5787,0.4671,0.4346,0.4426,0.3697,39
AMPD3,2.1554,2.1647,1.0761,1.1447,0.7249,0.6903,0.6818,0.7162,0.5652,0.6122,16
AMZ2,1.6590,1.4411,0.8662,0.7706,1.0598,1.0529,1.1190,1.1562,0.8929,0.9903,3
ANAPC1,1.2832,1.1625,0.9971,0.9997,0.8915,0.8695,0.9062,0.8393,1.4132,1.4096,34
ANAPC10,1.4457,1.2799,1.2759,1.3632,0.7557,0.7542,0.6697,0.5657,1.2173,1.1244,6
ANAPC13,1.1374,1.1216,1.0017,1.2925,0.6020,0.7563,0.6257,0.6362,1.7237,1.9697,1
ANAPC15,0.9559,1.2030,1.3653,0.9856,1.0619,0.6143,0.8559,0.7027,1.4612,1.2518,1
ANAPC16,1.2317,1.0695,1.2427,1.5037,0.7572,0.8231,0.6271,0.5464,1.3356,1.2570,3
ANAPC2,1.3067,1.2577,1.0086,1.0422,0.8671,0.8077,0.8945,0.8809,1.4097,1.4637,24
ANAPC4,1.4047,1.4104,1.0003,1.1215,0.8624,0.8157,0.7499,0.7943,1.3209,1.4096,17
ANAPC5,1.3049,1.2771,0.9822,1.0191,0.8897,0.8951,0.8088,0.8850,1.4222,1.4607,28
ANAPC7,1.1370,1.0799,1.0229,0.9695,0.9793,0.9666,0.9186,0.9352,1.4411,1.4451,39
ANGEL1,0.3770,0.3658,0.3959,0.3462,1.1836,1.2537,2.1967,2.0476,1.9760,2.0396,13
ANGEL2,0.7410,0.7678,1.4638,1.3628,0.9469,0.9258,0.9028,0.8361,0.9962,0.9963,10
ANGPTL3,0.3112,0.4202,0.6773,0.7493,1.9583,2.5802,1.4892,1.5257,0.8161,0.9505,5
ANGPTL4,0.5703,0.5072,0.8623,0.8958,1.3474,1.5333,1.4314,1.1211,1.3797,1.5241,2
ANK2,0.7794,0.8706,1.3460,1.1390,1.2263,1.2958,1.0120,1.0174,0.9230,0.8461,2
ANK3,1.1195,0.9964,1.3148,1.3166,1.0495,1.0912,0.9905,0.9604,0.6503,0.6413,98
ANKEF1,1.1828,0.9165,0.5985,0.5343,1.1252,1.4975,1.5143,1.6183,1.4223,1.4509,1
ANKFY1,1.4335,1.4029,1.4138,1.3033,0.8145,0.7255,0.8350,0.7443,0.7305,0.7359,139
ANKH,0.1373,0.1835,0.4116,0.1537,1.0790,1.0754,2.1342,1.8738,2.8095,2.4542,1
ANKHD1,1.3433,1.2512,1.1985,1.2530,0.8903,0.8864,1.0743,1.0847,0.8781,0.8072,2
ANKIB1,0.8704,0.7709,0.8640,0.7832,1.1025,1.2213,1.5990,1.4158,1.3130,1.3275,21
ANKLE1,1.2455,1.2261,1.0217,1.1133,1.1339,1.2271,1.1717,1.1645,0.8816,0.7579,1
ANKLE2,0.7380,0.7459,0.5362,0.5512,1.1337,1.1715,1.6787,1.6756,1.7165,1.8127,66
ANKMY2,2.1905,2.2124,0.8718,0.8617,0.7828,0.8282,0.9298,0.9372,0.7393,0.7932,12
ANKRD10,1.4210,1.5018,1.1442,1.2428,1.2447,0.9306,1.0168,0.9062,0.6245,0.6208,2
ANKRD11,0.4286,0.3849,1.3613,1.4778,1.1782,1.0922,0.8851,0.7967,1.4104,1.1519,42
ANKRD12,0.5591,0.6281,1.5376,1.7326,0.8963,0.8828,0.6940,0.7508,1.1883,0.8476,10
ANKRD13A,1.9407,1.6354,0.8017,0.8297,0.9271,0.9224,1.1152,1.0720,0.8675,0.9438,44
ANKRD13C,1.3523,1.2076,0.7739,0.6338,1.0820,1.2011,1.3875,1.3237,1.1649,1.3322,7
ANKRD13D,2.3058,2.0802,0.8640,0.8702,0.8171,0.9140,0.8558,0.9141,0.6947,0.6287,9
ANKRD16,2.3471,2.1411,1.1345,1.2238,0.8001,0.4703,0.6201,0.9137,0.7159,0.4140,2
ANKRD17,1.2331,1.1772,1.3476,1.3353,0.7388,0.6797,0.6251,0.6379,1.3221,1.2179,70
ANKRD2,2.9322,3.2779,1.1359,1.0117,0.6825,0.6855,0.6174,0.4883,0.3989,0.5413,4
ANKRD22,0.6163,0.5213,0.5534,0.4943,1.2572,1.3848,1.7331,1.4225,1.6336,1.7424,12
ANKRD26,1.3029,1.2166,1.0706,1.1005,1.0821,1.0530,1.0970,1.1124,0.8402,0.8164,16
ANKRD27,0.9304,0.8791,0.9186,0.9475,1.0039,1.0297,1.2681,1.2698,1.2409,1.3075,18
ANKRD28,2.4807,2.2065,1.0034,0.9625,0.7953,0.7449,0.7557,0.7111,0.6185,0.6989,24
ANKRD32,0.6800,0.7217,0.6489,0.7417,1.7178,2.1029,1.3473,1.3888,0.9486,0.9852,3
ANKRD36C,1.1083,1.1614,0.7782,0.8221,1.2514,1.1871,1.4165,1.3857,1.2093,1.1224,2
ANKRD39,1.8475,1.8291,1.1249,1.1002,0.7996,0.8792,0.7327,0.7412,0.9258,0.8995,5
ANKRD40,1.0989,0.9707,0.9171,1.0027,0.9492,0.8995,1.0888,0.9306,1.2928,1.2538,10
ANKRD44,2.2452,2.1079,0.9159,0.8604,0.8564,0.8462,0.7910,0.8709,0.7532,0.7450,17
ANKRD46,0.6372,0.8002,0.4550,0.4851,1.1152,1.2081,2.1331,1.6078,1.6987,2.0360,3
ANKRD49,2.5753,2.3416,1.2180,1.0539,0.5980,0.6132,0.5801,0.4191,0.5018,0.5553,3
ANKRD50,1.3699,1.2739,1.1807,1.1486,0.9274,0.9051,0.9349,0.9769,0.8400,0.8846,39
ANKRD52,1.9543,1.9581,1.0633,1.0557,0.7983,0.8576,0.7731,0.8917,0.7933,0.8091,11
ANKRD54,2.1956,2.2556,1.2690,1.1920,0.6629,0.7333,0.5275,0.5107,0.4046,0.3854,7
ANKS1A,2.4074,2.2157,0.8498,0.8381,0.9490,0.9293,0.8413,0.8633,0.5910,0.5929,52
ANKS3,2.6381,2.5848,1.0650,1.0762,0.5313,0.6573,0.6794,0.4936,0.5785,0.4951,3
ANKS6,1.6466,1.4525,1.0892,0.9691,1.0632,1.3330,1.2894,1.2046,0.6528,0.6147,2
ANKZF1,1.4087,1.4317,1.0657,1.1082,0.8521,0.8464,0.7589,0.7738,1.2806,1.1850,42
ANLN,1.1748,1.0749,1.5999,1.5080,0.9109,0.8257,0.6655,0.7066,0.5558,0.5652,115
ANO10,0.4896,0.4917,0.4559,0.4665,1.2876,1.2911,2.0765,1.7801,1.9380,1.8875,34
ANO6,0.4272,0.3780,0.3542,0.3879,1.3693,1.4352,2.0378,1.8974,1.8973,1.9441,44
ANO8,0.4840,0.6180,0.5810,0.6041,1.1472,1.0929,1.9586,1.8244,2.0461,2.0805,7
ANO9,0.4516,0.4164,0.4337,0.3670,1.2877,1.3783,2.0856,1.9092,1.9139,1.8678,7
ANP32A,2.2846,2.2377,1.1387,1.2345,0.5777,0.5720,0.4994,0.5096,0.4109,0.4115,89
ANP32B,2.1081,2.0082,1.5536,1.5293,0.5766,0.4895,0.4030,0.4278,0.3916,0.3588,118
ANPEP,0.5994,0.5983,0.5974,0.6867,1.2524,1.1348,1.6168,1.2613,1.8361,1.8602,5
ANTXR2,0.4050,0.4263,0.4158,0.3827,1.5402,1.6467,2.1701,2.0133,1.6619,1.8884,23
ANXA1,3.0153,2.9281,1.0816,1.0610,0.5139,0.4866,0.4455,0.4555,0.4035,0.3994,839
ANXA10,2.8271,2.7752,0.8423,0.8431,0.7401,0.7197,0.7149,0.9368,0.5977,0.6612,2
ANXA11,2.3947,2.2634,0.9561,0.9749,0.7825,0.7370,0.7782,0.8108,0.6432,0.6686,114
ANXA2,1.4281,1.3572,1.2994,1.3106,0.7913,0.7725,0.8943,0.8733,0.7618,0.8224,1480
ANXA2R,0.5542,0.5241,0.2688,0.4958,1.3945,1.9823,1.8257,0.9378,1.9845,2.0742,1
ANXA3,2.9146,2.7652,1.0981,1.0653,0.5157,0.4670,0.4494,0.4606,0.4394,0.4338,568
ANXA4,2.8752,2.8256,1.1174,1.0975,0.5343,0.4823,0.4855,0.4981,0.4450,0.4373,335
ANXA5,3.0342,2.9613,1.0678,1.0533,0.5007,0.4514,0.4224,0.4240,0.4066,0.3956,514
ANXA6,2.5767,2.4036,1.1107,1.1058,0.6308,0.5859,0.6022,0.6103,0.5972,0.5748,38
ANXA7,2.6911,2.4407,0.8817,0.8137,0.7808,0.7461,0.7712,0.8185,0.6595,0.6869,110
AOC1,0.5916,0.5130,1.7826,1.8850,0.8195,0.9139,0.9988,0.8100,0.5673,0.5768,2
AP1AR,0.6058,0.5201,0.7314,0.6409,0.9857,0.9707,1.5352,1.4505,2.0897,2.1218,13
AP1B1,1.2438,1.1633,1.0146,0.9351,0.9165,0.8943,1.1656,1.0891,1.2336,1.2587,111
AP1G1,1.1357,1.1052,1.0002,0.9536,0.9282,0.9178,1.2208,1.1401,1.2960,1.3034,144
AP1G2,1.7591,1.5845,0.9819,0.8750,0.9303,0.9236,1.0857,0.9697,0.8765,0.9486,24
AP1M1,1.1300,1.1146,1.0238,0.9410,0.9580,0.9814,1.1822,1.1241,1.1780,1.2120,46
AP1M2,1.0884,1.0233,0.9949,0.9463,0.9328,0.9151,1.2184,1.1359,1.3085,1.3069,59
AP1S1,1.3598,1.1778,1.0081,1.1525,0.8145,0.8140,1.1164,1.1337,1.1409,1.0714,20
AP1S2,1.2834,1.1741,1.0535,0.9900,0.9223,0.9164,1.1128,1.0952,1.3400,1.3594,6
AP2A1,0.7994,0.7492,0.7468,0.7726,1.3666,1.4910,1.6332,1.4648,1.1400,1.1390,116
AP2A2,0.7960,0.7012,0.9161,0.8857,1.2829,1.4147,1.4359,1.3557,1.1073,1.1016,68
AP2B1,0.8769,0.7526,0.8837,0.8885,1.2809,1.3697,1.4388,1.3343,1.1006,1.1341,138
AP2M1,0.8460,0.7471,0.8225,0.8085,1.3180,1.4427,1.5717,1.4399,1.1020,1.1331,115
AP2S1,1.1402,0.9358,0.8815,0.8449,1.2069,1.3021,1.3166,1.3193,1.0675,1.0030,21
AP3B1,1.8874,1.7296,0.9064,0.9388,0.8386,0.8366,0.8841,0.8770,0.9339,0.9723,89
AP3B2,0.7057,0.7010,1.1833,1.2146,1.1606,1.3207,1.2408,1.3090,0.7319,0.7594,4
AP3D1,1.8327,1.6887,0.9426,0.9533,0.8181,0.8433,0.8828,0.8945,1.0388,1.0440,105
AP3M1,2.0257,1.8426,0.9262,0.9410,0.7553,0.8200,0.8326,0.8449,0.9687,1.0732,26
AP3M2,1.9189,1.6929,1.0030,0.9227,0.8648,0.8352,0.8901,0.8461,0.8986,0.7863,7
AP3S1,1.8533,1.6365,1.0109,0.9757,0.8039,0.8099,0.9520,0.9270,0.9453,0.9515,21
AP4B1,1.3566,1.2511,0.9273,0.9150,0.9367,0.9253,1.0710,1.0885,1.1883,1.3082,14
AP4E1,1.6046,1.4019,0.7189,0.7475,0.9854,0.9944,1.0879,1.2350,1.2961,1.3362,20
AP4M1,1.4869,1.3410,0.8979,0.8481,0.9390,1.0271,1.1218,1.0951,1.2688,1.3184,12
AP4S1,1.9813,1.8633,0.6804,0.7173,0.9162,0.9920,0.9588,1.0203,0.9290,0.9975,10
AP5B1,1.0257,0.9831,0.8401,0.8327,0.8563,0.8509,1.3768,1.3777,1.5079,1.6412,17
AP5M1,1.1575,1.0561,0.9412,0.9103,0.8796,0.8712,1.2742,1.1518,1.4561,1.4355,16
AP5S1,1.0938,1.1608,1.0025,0.9000,0.9627,0.8764,1.1023,1.4020,1.1822,1.1886,6
AP5Z1,1.2730,1.2765,0.8372,0.7222,0.9732,0.9401,1.3417,1.2568,1.4024,1.4612,13
APAF1,2.2547,2.2127,1.1387,1.0624,0.6740,0.6614,0.6974,0.5943,0.6366,0.5827,24
APBA3,0.8665,1.2862,1.0140,0.8044,1.2150,0.8755,1.7746,1.0535,1.4980,1.1736,1
APBB1,1.3703,1.2252,0.9533,0.8152,1.1712,1.1788,1.2196,1.1830,0.8680,1.1565,1
APBB2,0.7749,0.6346,1.2179,1.1568,1.0639,1.0988,1.1055,1.2434,1.0294,1.0230,15
APC,0.9457,0.8686,1.3349,1.2291,0.9869,1.0040,1.0479,1.0120,0.7925,0.8887,46
APCS,1.2106,1.4281,0.7195,1.1582,1.1465,0.9807,0.9094,1.3423,1.1343,1.0744,18
APEH,2.4118,2.4153,0.9553,1.1157,0.6375,0.6276,0.6450,0.6911,0.6915,0.7568,63
APEX1,1.8280,1.7972,1.5460,1.5765,0.6688,0.5951,0.4718,0.5250,0.5246,0.4612,190
APEX2,1.4806,1.3002,1.5700,1.5851,0.8616,0.7858,0.6161,0.6089,0.5530,0.5262,2
APH1A,0.4740,0.5740,0.5620,0.5431,1.2329,1.2633,1.8509,1.8919,1.6357,1.8150,9
API5,0.8562,0.8181,1.1302,1.1747,1.2058,1.2074,1.1086,1.1019,0.8954,0.8947,131
APLF,1.0013,0.9199,1.0994,1.0814,1.0562,1.0575,1.2293,1.0827,1.0557,1.2062,4
APLP2,0.5290,0.5150,0.6253,0.5974,1.1713,1.2287,1.8567,1.7336,1.7018,1.7177,65
APMAP,0.5447,0.5451,0.4623,0.4835,1.3080,1.3797,1.8936,1.7240,1.7181,1.7853,197
APOA1,1.8283,0.8473,0.8050,0.6894,1.0534,1.1505,1.4374,1.2200,0.7202,0.8964,3
APOA1BP,2.1510,2.1683,1.3361,1.1862,0.7314,0.7112,0.7330,0.6078,0.4768,0.5209,26
APOA2,2.0340,1.2837,1.0214,1.1422,0.4024,0.9685,1.2999,0.3593,1.0945,0.9217,19
APOA4,1.4282,1.2859,0.7749,1.0023,1.0033,1.1951,0.9395,1.1608,1.3002,1.3413,37
APOB,1.1234,1.1717,0.6413,0.8180,1.5521,1.4692,1.0217,1.2333,1.1447,1.1279,124
APOBEC3B,0.6833,0.6692,0.5494,0.5222,1.4034,1.5188,1.3120,1.2757,1.7243,1.8455,12
APOBEC3C,0.7332,0.7430,0.3264,0.4695,1.1107,1.3247,1.1245,0.8779,2.6192,2.7498,3
APOBEC3D,0.7564,0.9834,0.7634,0.7433,0.8977,0.9545,0.8519,1.0342,2.2046,2.3498,2
APOBEC3F,0.6964,0.6360,0.5673,0.5360,0.6569,0.7207,0.8137,0.9002,2.9862,3.1672,5
APOBEC3G,1.0162,0.9024,0.7968,0.7378,0.9899,0.9440,0.9101,1.3160,1.7739,2.1497,1
APOC1,0.2397,0.2759,0.6616,0.5916,1.1986,1.1731,1.8821,1.8339,1.8989,1.9450,3
APOC3,0.7955,0.8707,0.8515,0.7785,1.5153,1.3734,1.3440,1.2987,1.3129,1.1864,1
APOD,0.2903,0.2852,0.4660,0.5703,1.1061,0.9448,2.1611,1.4068,1.9494,2.0793,4
APOE,0.8956,0.9023,0.7788,0.7594,1.1074,1.1720,1.5138,1.4615,1.4310,1.4203,31
APOH,1.3045,1.3696,0.7995,1.0141,1.1233,1.2370,1.0404,1.1872,1.1047,1.1411,30
APOL1,0.4286,0.4119,0.7389,0.7144,1.1748,1.1700,1.8179,1.6119,1.6065,1.6755,42
APOL2,0.4117,0.4192,0.5657,0.5419,1.3014,1.3159,1.9796,1.6739,1.7631,1.7518,189
APOL3,1.4058,1.4710,0.5560,0.5501,1.3679,1.4510,1.4869,1.3905,0.9147,0.9227,12
APOL6,0.4510,0.4714,0.4319,0.4403,1.3942,1.3888,1.7890,1.8148,1.8731,1.8419,9
APOM,0.7521,0.8541,0.7958,0.6545,1.4384,1.4458,1.4399,1.5322,1.1830,1.0910,4
APOO,0.4983,0.5646,0.5963,0.5878,1.6089,1.5307,2.2526,2.3134,0.8786,0.9389,21
APOOL,0.6565,0.7356,0.6858,0.6354,1.4881,1.4540,2.0978,2.0092,0.9684,0.9371,19
