Protein,FS1 A HCC827-rep1,FS1 B HCC827-rep1,FS2 A HCC827-rep1,FS2 B HCC827-rep1,FP1 A HCC827-rep1,FP1 B HCC827-rep1,FP2 A HCC827-rep1,FP2 B HCC827-rep1,FP3 A HCC827-rep1,FP3 B HCC827-rep1,MIN PSMs for quant
AHCY,3.0846,2.9078,1.4075,1.3354,0.5277,0.5251,0.5279,0.4808,0.4644,0.4525,327
AHCYL1,2.3314,2.2806,1.2830,1.2245,0.6917,0.7109,0.8124,0.7797,0.5260,0.5286,40
AHCYL2,1.8516,1.7486,1.3719,1.2709,0.9089,0.7656,0.8738,0.8321,0.6970,0.6823,22
AHDC1,0.6123,0.5967,0.7116,0.6518,1.2635,1.4711,0.9397,1.0285,2.0572,1.9371,21
AHI1,1.4584,1.2131,0.9601,1.0181,1.3624,1.1759,0.7828,0.7399,1.0569,1.0650,3
AHNAK,0.8476,0.8788,1.3905,1.2304,0.9138,0.9168,1.1943,1.2160,0.8900,0.9557,2203
AHNAK2,0.9100,0.9457,1.4081,1.2119,0.8804,0.8822,1.1849,1.1824,0.9091,0.9482,989
AHR,1.8287,1.8054,1.0651,1.0120,0.9077,0.9263,0.9224,0.9348,0.8235,0.8614,45
AHSA1,2.6690,2.4407,1.0130,0.9437,0.8117,0.8325,0.7942,0.8207,0.6523,0.6668,236
AHSG,3.0538,2.5082,1.0729,1.2099,0.6865,0.8497,0.5807,0.6218,0.4851,0.5052,137
AIDA,1.4706,1.2650,1.0047,0.9875,0.8367,0.8017,1.3094,1.1719,1.0915,1.0946,38
AIF1L,2.5463,2.5384,1.3476,1.2746,0.6714,0.6336,0.6459,0.6017,0.5004,0.5122,17
AIFM1,0.4374,0.4599,0.4299,0.4530,1.4599,1.4191,2.1649,1.9574,0.7070,0.8106,436
AIFM2,0.9231,0.9133,0.6543,0.6612,1.1417,1.1460,1.3014,1.2449,1.2512,1.2314,5
AIG1,0.9460,0.8004,0.5466,0.4878,1.1338,0.9848,1.8358,1.4926,1.5853,1.4062,4
AIM1,0.7777,0.7914,1.1253,1.0592,1.1926,1.2130,1.1008,1.1796,0.9445,0.9486,186
AIM1L,1.8864,1.7546,1.2818,1.3117,0.8234,0.9073,0.8206,0.7742,0.6473,0.6755,19
AIM2,0.9694,1.1251,0.8131,0.7747,1.4262,1.4124,0.9519,1.0679,1.1719,1.2172,2
AIMP1,1.6769,1.6534,1.1352,1.0725,0.6478,0.6077,0.7690,0.7046,1.8523,1.5458,133
AIMP2,1.6584,1.5677,1.1679,1.0455,0.6914,0.6637,0.7808,0.6705,1.8180,1.5215,127
AIP,2.3118,2.2189,1.2577,1.1703,0.8373,0.8462,0.7758,0.7687,0.5211,0.5201,78
AJUBA,2.0310,1.9252,1.1246,1.0690,0.9036,0.9974,0.9033,0.8621,0.6469,0.6841,25
AK1,3.2165,2.9321,1.3081,1.2609,0.5276,0.5268,0.5374,0.5111,0.4262,0.4318,112
AK2,0.6441,0.6200,1.6444,1.5006,1.0824,0.9710,1.1709,0.8850,0.5619,0.5322,203
AK3,0.4762,0.4950,0.9155,1.0974,1.3219,1.2237,1.8007,1.3912,0.5998,0.6058,71
AK4,0.5926,0.5500,0.7971,0.8836,1.3691,1.3133,1.8744,1.5066,0.6685,0.7056,147
AKAP1,0.4319,0.3968,0.5320,0.5076,1.3716,1.3622,1.9208,1.8508,0.9097,0.9126,114
AKAP10,2.1223,2.0700,0.9203,0.8858,0.9272,0.9850,0.9314,0.9407,0.6950,0.7468,31
AKAP11,1.6283,1.6013,0.8267,0.8206,0.8907,0.9235,1.1547,1.1099,1.2404,1.1702,42
AKAP12,1.7160,1.6532,1.3167,1.3187,0.7827,0.8031,0.9134,0.8397,0.9151,0.7990,57
AKAP13,1.7099,1.6511,1.1498,1.0675,0.9180,0.9709,0.9055,0.9556,0.8964,0.8834,168
AKAP17A,0.5527,0.5209,0.6207,0.6535,1.4380,1.5213,0.9844,1.0005,1.7822,1.8470,40
AKAP2,2.1609,2.1627,1.3830,1.7146,0.7933,0.7465,0.5049,0.5625,0.5397,0.5782,1
AKAP3,1.8334,1.3790,0.6012,0.7494,1.0361,1.0920,1.1062,1.2528,0.9865,1.1549,3
AKAP5,0.4835,0.4878,0.4046,0.4958,1.3050,1.2841,1.6693,1.9177,1.2816,1.4098,9
AKAP6,1.6256,1.7190,1.0604,0.9318,0.9443,1.0336,1.0805,1.1551,0.9796,0.9240,11
AKAP7,1.2379,1.0594,1.4525,1.7191,0.7479,0.9311,0.7161,0.7574,1.0649,1.0103,3
AKAP8,0.4113,0.4076,0.7798,0.8884,1.5082,1.5295,0.8309,0.8756,1.7765,1.8095,56
AKAP8L,0.4788,0.4877,1.3208,1.3379,1.0217,1.0371,0.9513,0.9364,1.4628,1.5090,56
AKAP9,1.2705,1.2601,1.0922,1.0159,0.9234,0.9257,1.0117,1.0618,1.2390,1.1690,370
AKIP1,0.6592,0.5539,0.3705,0.3624,1.4725,1.4566,2.1411,2.0330,0.6603,0.7290,5
AKIRIN1,1.1214,1.1040,1.0423,0.9663,1.0405,1.0029,1.0274,1.0924,1.3523,1.3043,4
AKIRIN2,1.5011,1.3207,1.6268,1.6643,0.6994,0.7224,0.6183,0.5808,1.0692,0.8837,7
AKNA,1.1698,1.0013,0.8808,0.8721,1.1561,1.2584,1.3242,1.2197,0.9605,0.9046,13
AKR1A1,3.0241,2.8494,1.2761,1.2734,0.5767,0.5500,0.5718,0.5113,0.4435,0.4839,140
AKR1B1,3.0380,2.7206,1.1874,1.2244,0.5850,0.5650,0.5928,0.5560,0.5307,0.5705,79
AKR1B10,3.3163,3.2508,1.3188,1.3529,0.4719,0.4818,0.5385,0.5658,0.3108,0.4101,8
AKR1C3,3.2577,3.1308,1.1951,1.2429,0.5350,0.5174,0.5313,0.5876,0.4692,0.4102,18
AKR7A2,2.2149,2.0989,1.3016,1.3635,0.7740,0.6390,0.9532,0.6697,0.3091,0.2867,9
AKT1,2.7206,2.3558,1.0344,1.0319,0.7507,0.7197,0.8830,0.8837,0.5813,0.6274,30
AKT1S1,3.2298,3.0300,1.0197,1.2028,0.6220,0.6263,0.7146,0.6677,0.7544,0.6981,11
AKT2,2.5515,2.5328,0.9206,0.9638,0.7315,0.6980,0.7762,0.7220,0.6601,0.6363,24
AKTIP,2.2148,2.1260,1.0775,0.9971,0.8616,0.8538,0.8349,0.9363,0.7058,0.7035,14
ALAD,2.7530,2.7663,1.4576,1.5667,0.4334,0.4580,0.4444,0.5266,0.5349,0.6029,21
ALAS1,0.6260,0.5777,0.9296,1.1460,1.2974,1.2052,1.7056,1.4063,0.7059,0.6177,23
ALB,3.2009,2.5365,0.8930,0.8527,0.5542,0.7673,0.6633,0.6576,0.6777,0.7118,271
ALCAM,0.4053,0.3763,0.3586,0.3806,1.4931,1.3965,1.7655,1.9605,1.0822,1.1623,227
ALDH16A1,1.1197,1.1022,0.7931,0.7405,0.7491,0.7924,0.9199,0.9722,2.3733,1.8578,39
ALDH18A1,0.5045,0.5420,0.9081,1.0255,1.4917,1.3498,1.6777,1.3410,0.6097,0.6561,250
ALDH1A3,3.3233,3.0623,1.4006,1.3420,0.4879,0.4824,0.4573,0.4414,0.4084,0.4041,186
ALDH1B1,0.4530,0.4411,1.0473,1.3160,1.3132,1.1786,1.8150,1.2921,0.5786,0.5166,204
ALDH1L1,0.3872,0.3353,0.6108,0.5519,1.9661,1.2008,2.3731,1.7379,0.3941,0.3202,1
ALDH1L2,0.4730,0.4274,0.9103,1.1088,1.3301,1.2276,1.7911,1.4037,0.5811,0.5897,55
ALDH2,0.5298,0.4880,1.0103,1.2508,1.2977,1.1875,1.7660,1.3409,0.5691,0.5411,88
ALDH3A2,0.4631,0.4498,0.3710,0.3832,1.1645,1.1763,1.8498,1.7803,1.6601,1.6289,105
ALDH3B1,0.5709,0.5041,0.5460,0.5247,1.1609,1.1658,1.6078,1.5624,1.6579,1.5064,38
ALDH4A1,0.4752,0.4203,0.9617,1.1043,1.3543,1.2864,1.8952,1.3536,0.5331,0.5766,52
ALDH5A1,0.4312,0.5407,1.0214,1.2607,1.2704,1.1195,1.7072,1.2879,0.5953,0.5674,28
ALDH6A1,0.4857,0.4565,1.0148,1.2072,1.3434,1.2034,1.7426,1.3047,0.6154,0.5969,118
ALDH7A1,1.3454,1.2629,1.1643,1.2861,1.0388,0.9813,1.3536,1.0028,0.5163,0.4897,159
ALDH9A1,1.8196,1.7140,1.2367,1.2990,0.8743,0.8237,1.0933,0.8595,0.5111,0.4871,163
ALDOA,3.4716,3.2180,1.3558,1.3459,0.4694,0.4571,0.4588,0.4283,0.4217,0.4340,722
ALDOC,3.2393,3.1049,1.3852,1.4113,0.5130,0.4744,0.5116,0.4898,0.4589,0.4371,95
ALG1,0.4721,0.6152,0.4273,0.4933,1.1211,1.0988,1.8205,1.6064,1.7781,1.7920,27
ALG11,0.5138,0.4734,0.3867,0.3952,1.1711,1.1040,1.6855,1.5995,1.7557,1.6118,11
ALG12,0.1850,0.1838,0.2263,0.1378,1.3802,1.4396,1.9905,1.8900,1.4624,2.2394,1
ALG13,1.7099,1.4565,0.8242,0.8829,0.9921,1.0899,1.1133,1.1391,1.0053,1.0035,11
ALG14,0.7699,0.7609,0.5634,0.5668,1.2954,1.3177,1.5663,1.3970,1.1921,1.2848,13
ALG2,0.4732,0.4401,0.4342,0.4385,1.1531,1.1201,1.9466,1.8538,1.4577,1.5516,50
ALG3,0.7063,0.6270,0.3956,0.4837,1.1737,1.0889,1.9580,1.7444,1.4166,1.5983,8
ALG5,0.3138,0.3373,0.3864,0.3584,1.2648,1.1964,1.9965,1.7808,1.7220,1.6208,34
ALG6,0.5545,0.5374,0.5992,0.5982,1.1694,1.1168,1.7623,1.6353,1.3187,1.4157,18
ALG8,0.7375,0.7581,0.7071,0.6181,1.1214,0.9551,2.0690,1.7788,1.4808,1.4224,7
ALKBH1,1.1013,1.0071,1.0977,1.2663,1.0839,1.0649,1.4534,1.0963,0.5861,0.5869,21
ALKBH2,0.5476,0.4601,1.0610,0.9985,0.9239,1.0749,0.8760,0.8479,2.2295,2.0194,8
ALKBH3,2.4137,2.2467,1.2608,1.2233,0.7749,0.7996,0.7988,0.7181,0.5908,0.4576,4
ALKBH4,2.3451,2.5183,1.3338,1.4532,0.6359,0.6453,0.6948,0.5784,0.5856,0.5513,8
ALKBH5,0.7871,0.8363,1.7486,1.7527,0.8836,0.9423,0.7092,0.6955,0.9833,0.9106,33
ALKBH6,1.8261,1.9583,1.0026,0.9159,0.9761,0.8215,1.0916,1.0362,0.7178,0.7800,4
ALKBH7,0.3351,0.6128,0.8959,0.9709,1.2687,1.4020,2.0727,1.5310,0.4595,0.6253,2
ALKBH8,2.7313,2.5942,1.2203,1.1720,0.7135,0.6259,0.5881,0.5951,0.6400,0.6366,26
ALMS1,1.5984,1.5952,0.8942,0.8529,0.9862,1.0380,1.1695,1.1636,0.9029,0.8479,54
ALOX5,2.1891,2.0418,1.5021,1.4754,0.7377,0.6973,0.7356,0.6433,0.6067,0.5694,22
ALOXE3,1.1915,1.1996,0.7923,0.7155,1.1406,1.1377,1.3525,1.3314,0.9396,0.9314,5
ALPK1,2.3447,2.3866,1.1118,1.0947,0.7799,0.8212,0.8199,0.8407,0.6816,0.6752,16
ALPK3,1.7017,1.6678,1.3809,1.3901,0.7815,0.9213,0.8402,0.8228,0.6317,0.6861,21
ALPP,0.6388,0.5506,0.6406,0.4601,1.2627,1.1621,1.5643,1.6071,1.5865,1.5376,13
ALPPL2,0.3054,0.2902,0.2791,0.2808,1.3597,1.4011,1.7310,2.0919,1.9338,1.4549,1
ALS2,2.3470,2.0127,0.9189,0.8067,0.8429,0.8909,0.9072,0.9733,0.8357,0.8178,24
ALS2CL,1.9620,1.8845,0.9497,1.0962,0.9630,0.8596,0.9610,0.9636,0.8850,0.7586,12
ALYREF,0.6213,0.5549,0.5811,0.5606,1.4150,1.5099,1.1354,1.1664,1.7506,1.7463,148
AMACR,0.7526,0.6475,0.8180,0.8637,1.0730,1.0403,1.8027,1.3871,1.0224,0.9796,18
AMBP,1.3159,1.9866,0.9937,1.2775,0.8184,0.9631,0.9373,0.7986,1.1074,1.1237,13
AMBRA1,0.8709,0.9155,1.7836,1.7799,0.7708,0.8183,0.7511,0.7362,0.8390,0.8979,21
AMD1,2.3600,2.1216,1.4393,1.0303,0.7504,0.5964,0.8479,0.6988,1.0112,0.7626,3
AMDHD2,3.4720,3.1809,1.5283,1.3564,0.4664,0.4603,0.5592,0.4770,0.3789,0.2861,11
AMER1,0.9466,0.7653,0.7637,0.8157,1.1292,1.1485,1.3154,1.3366,1.1774,1.2598,5
AMFR,0.5653,0.5935,0.5302,0.5684,1.0602,1.0498,1.7763,1.5867,1.7458,1.7289,28
AMIGO2,0.4425,0.3612,0.4462,0.3826,1.2601,1.1143,1.9315,1.8371,1.5018,1.4758,27
AMMECR1,2.6601,2.5160,1.1736,1.3476,0.7679,0.6386,0.7732,0.8890,0.5949,0.5770,4
AMMECR1L,1.8656,1.7725,1.5141,1.4702,0.7412,0.8563,0.7245,0.7538,0.6200,0.6589,3
AMN1,2.6125,2.4031,1.0715,0.9815,0.8565,0.8651,0.9068,0.7568,0.5617,0.4696,3
AMOT,0.6431,0.6788,0.9822,1.0512,1.2466,1.2369,1.3355,1.3766,0.9147,0.9277,1
AMOTL1,0.6794,0.7076,0.8655,0.9202,1.3920,1.3242,1.2793,1.4162,0.6991,0.7844,18
AMOTL2,1.9335,1.8537,1.2660,1.3335,0.8907,0.8803,0.8037,0.8334,0.5384,0.5309,19
AMPD2,3.0431,2.6560,1.4067,1.3960,0.5511,0.5971,0.5650,0.5078,0.4965,0.4768,51
AMPD3,2.6192,2.5947,1.3463,1.2732,0.6316,0.6224,0.6055,0.6119,0.5386,0.5390,11
AMZ2,1.7448,1.7005,0.9446,0.9399,1.0611,1.0051,1.0069,0.8668,1.0673,0.7696,3
ANAPC1,1.3434,1.2982,0.9975,0.9930,0.8846,0.8357,0.7971,0.8379,1.6169,1.5299,56
ANAPC10,1.5416,1.2883,1.2817,1.2719,0.7501,0.7663,0.6714,0.6606,1.5558,1.5150,7
ANAPC13,1.7825,1.6852,1.3154,1.3904,0.5509,0.6116,0.4551,0.4787,1.6710,1.7846,4
ANAPC15,1.3118,1.5192,1.0328,1.0322,0.9930,0.9166,0.7955,0.5868,1.9348,1.3622,1
ANAPC16,1.2478,1.3020,1.2737,1.3304,0.7130,0.7157,0.6753,0.5373,1.7798,1.6005,6
ANAPC2,1.2517,1.2378,1.0551,1.1176,0.8522,0.8994,0.8184,0.8316,1.7123,1.3866,33
ANAPC4,1.3719,1.2977,1.0001,1.0396,0.9155,0.9101,0.8546,0.8578,1.5641,1.4582,28
ANAPC5,1.4052,1.4348,1.0394,0.9735,0.8985,0.8841,0.8285,0.8315,1.5739,1.4355,34
ANAPC7,1.0876,1.0712,1.0471,0.9833,1.0081,1.0134,0.8656,0.8866,1.6850,1.4862,49
ANGEL1,0.3048,0.3163,0.3495,0.3379,1.1259,1.0997,1.9438,1.8309,1.6955,1.5925,24
ANGEL2,0.9356,0.7569,1.4205,1.3796,0.9270,0.8969,1.0284,0.8744,0.9854,0.9823,13
ANGPTL3,0.3430,0.2870,0.4593,0.4393,1.8913,2.2734,1.4630,1.4321,0.8976,0.8512,8
ANGPTL4,0.8613,0.8469,1.1864,1.0077,1.1181,1.4136,1.1754,1.4072,1.1610,1.6734,2
ANK2,1.5498,1.1816,1.1192,1.3268,1.0155,0.9813,0.9890,0.9122,0.8539,0.9215,1
ANK3,1.0430,1.0234,1.3153,1.3131,1.0262,1.0695,1.0842,1.1763,0.6612,0.7033,114
ANKEF1,0.8495,1.0188,0.7867,0.7597,0.9702,1.1061,1.3434,1.3880,1.4243,1.2566,3
ANKFY1,1.6370,1.5283,1.5600,1.4674,0.7220,0.6402,0.9328,0.7721,0.7130,0.6418,154
ANKH,0.7722,0.9839,0.6147,0.8286,0.9536,1.0730,1.7254,1.7551,2.1814,2.0420,1
ANKHD1,1.5571,1.6168,1.1640,1.2613,0.9269,0.9638,0.7720,0.8072,0.9804,0.9216,5
ANKIB1,0.8560,0.8980,0.8154,0.7630,1.0093,1.1670,1.3781,1.4143,1.3402,1.3555,20
ANKLE2,0.6347,0.5954,0.5189,0.5268,1.1269,1.1175,1.6814,1.5654,1.6017,1.5946,92
ANKMY2,2.4022,2.2390,1.0423,1.0109,0.7428,0.7382,0.8556,0.8414,0.7624,0.7315,24
ANKRA2,0.7614,0.5841,0.6853,0.7074,1.1583,1.0462,1.7262,1.5124,1.4034,1.2021,3
ANKRD10,1.5614,1.3782,1.3165,1.3914,0.9049,0.9118,0.9184,0.8778,0.6974,0.6903,8
ANKRD11,0.4769,0.4693,1.2244,1.3083,1.2051,1.2953,0.7728,0.8287,1.3814,1.2436,47
ANKRD12,0.5743,0.6022,1.6876,1.6567,0.9919,1.0479,0.7059,0.7143,1.3191,1.1718,9
ANKRD13A,1.8565,1.7792,0.9450,0.8454,0.9450,0.9246,1.0829,1.0968,0.8253,0.8706,60
ANKRD13C,1.2659,1.2202,0.7941,0.7945,1.0876,1.1150,1.4005,1.4557,1.0216,1.0802,9
ANKRD13D,1.9394,1.8926,0.9655,0.8847,0.9763,0.9864,1.0452,1.0172,0.6642,0.8405,10
ANKRD16,2.9265,2.8592,1.2268,1.4395,0.7452,0.7923,0.6158,0.4301,0.5270,0.3750,3
ANKRD17,1.2180,1.1849,1.3688,1.3594,0.7255,0.7890,0.7387,0.6921,1.5413,1.3289,79
ANKRD2,3.4704,2.9271,1.1025,1.1050,0.6367,0.7327,0.6907,0.4591,0.5854,0.3412,5
ANKRD22,0.2871,0.2984,0.3909,0.3768,1.2685,1.2678,1.8209,1.6705,1.7026,1.8224,17
ANKRD26,1.1504,1.0947,1.1351,1.0498,1.0144,1.1147,1.1652,1.1457,0.7498,0.7895,22
ANKRD27,1.0087,0.9512,1.0025,0.9302,1.0154,0.9982,1.2870,1.2239,1.1681,1.1811,33
ANKRD28,2.4410,2.2952,1.1700,1.0715,0.8069,0.7965,0.7892,0.7706,0.6846,0.7189,27
ANKRD32,1.4300,1.4581,0.6272,0.5778,1.4172,1.7537,1.0425,1.0909,0.9529,0.8179,5
ANKRD33B,1.6524,1.8546,0.5491,0.9642,1.0654,1.0081,1.4825,1.6816,1.6623,1.5259,1
ANKRD35,1.4757,1.5924,1.2938,1.1651,0.9189,0.7997,0.7840,0.8412,0.9318,0.8973,6
ANKRD36,0.7895,0.6842,0.7772,0.4532,1.5722,1.3254,1.5979,1.5842,0.7327,0.9935,1
ANKRD36C,0.9824,1.0543,0.9148,0.9355,1.1137,1.1552,1.2972,1.3217,1.2087,1.0471,6
ANKRD39,1.8735,1.8871,1.2514,1.2863,0.7638,0.9873,0.7741,0.7080,0.6878,0.6497,3
ANKRD40,1.2075,1.2845,1.1251,1.0957,0.7917,0.8185,1.0175,1.0705,1.2338,1.1587,8
ANKRD44,2.5157,2.3186,1.0238,0.9921,0.8535,0.8728,0.8087,0.8391,0.6580,0.6353,18
ANKRD46,0.7437,0.6613,0.6482,0.5508,0.9927,0.8559,1.6475,1.5607,1.6228,1.7570,3
ANKRD49,2.6153,2.7457,1.2215,1.2766,0.7386,0.6933,0.6416,0.7111,0.5119,0.3976,6
ANKRD50,1.5343,1.3740,1.2205,1.1775,0.8999,0.9356,1.0098,1.0114,0.8030,0.7950,43
ANKRD52,1.8894,1.8856,1.1770,1.1192,0.9130,0.8371,0.8218,0.8448,0.7731,0.7717,17
ANKRD54,2.7137,2.7136,1.4081,1.3189,0.7274,0.7399,0.5456,0.5121,0.4068,0.3353,9
ANKS1A,2.5000,2.1218,0.9980,0.8979,0.9074,0.9739,0.8292,0.8402,0.5990,0.5722,60
ANKS3,2.7828,2.5294,1.0496,0.9134,0.8891,1.0229,0.8693,0.6543,0.5190,0.5184,5
ANKS6,1.2932,1.0108,0.9642,0.7860,1.0832,1.3005,1.4997,1.0106,1.0126,0.8727,2
ANKZF1,1.6792,1.5349,1.1132,1.0853,0.7943,0.8176,0.7797,0.7380,1.4669,1.3633,41
ANLN,1.1765,1.2038,1.6992,1.6300,0.8453,0.9026,0.7552,0.7512,0.6087,0.5787,104
ANO1,1.3122,1.3224,0.5560,0.5164,1.1829,1.2744,1.6699,1.6928,1.2497,1.3928,1
ANO10,0.4192,0.3948,0.3648,0.3694,1.1916,1.1556,1.8632,1.6883,1.7843,1.7921,29
ANO4,0.6647,0.9322,0.5005,0.5853,1.1508,0.8434,1.8951,1.7139,1.6451,1.0359,1
ANO6,0.4660,0.3839,0.3601,0.3537,1.2189,1.2043,1.6918,1.8301,1.7018,1.6949,67
ANO8,0.2941,0.4152,0.3721,0.3196,1.1554,1.1401,2.0122,1.8092,1.7660,1.5302,11
ANO9,0.4986,0.6283,0.4099,0.4933,1.1385,1.0223,1.6135,1.6294,1.6889,1.5371,11
ANP32A,2.4768,2.3991,1.3326,1.5238,0.5689,0.6117,0.5405,0.5008,0.4878,0.5094,124
ANP32B,2.5011,2.3328,1.8625,1.8251,0.4886,0.4814,0.3954,0.3707,0.3711,0.3398,117
ANP32E,2.0663,1.9268,1.6680,1.5971,0.6110,0.6692,0.5547,0.5645,0.7197,0.7291,1
ANPEP,0.4900,0.4981,0.4671,0.4606,1.1940,1.1476,1.4596,1.6213,1.8910,1.6463,12
ANTXR2,0.4818,0.4877,0.5032,0.4613,1.2699,1.2096,1.7515,1.6875,1.5237,1.5507,28
ANXA1,3.5391,3.1952,1.3445,1.2666,0.4868,0.4803,0.4748,0.4262,0.3895,0.3850,869
ANXA10,2.5194,2.5397,1.0820,1.0328,0.7432,0.7294,0.7495,0.6624,0.6498,0.7674,3
ANXA11,2.5426,2.3619,1.1573,1.0626,0.7336,0.7705,0.8221,0.8103,0.6305,0.6828,145
ANXA13,0.7721,1.9966,1.0732,1.8279,0.8026,0.8715,0.7356,0.7295,0.9284,1.4100,1
ANXA2,1.4656,1.4364,1.4094,1.2459,0.7563,0.7639,1.0097,0.9891,0.8320,0.8837,1574
ANXA2R,0.4173,0.4187,0.3477,0.4565,1.2573,1.1051,1.7092,1.7827,1.6686,1.8842,1
ANXA3,3.3716,3.1552,1.3242,1.2812,0.4739,0.4662,0.4867,0.4462,0.4444,0.4543,535
ANXA4,3.4873,3.2478,1.3530,1.3236,0.4258,0.4299,0.4700,0.4098,0.4063,0.4006,338
ANXA5,3.7096,3.4583,1.3281,1.2900,0.4192,0.4125,0.4239,0.3745,0.3635,0.3650,501
ANXA6,3.2049,2.8827,1.3557,1.2698,0.5392,0.4890,0.6167,0.5140,0.4083,0.4505,32
ANXA7,2.5598,2.4215,1.0188,0.8807,0.8179,0.8223,0.8571,0.8813,0.6606,0.6704,126
AOC1,0.5864,0.7359,1.5545,1.9336,0.8975,0.9741,1.0226,1.0395,0.6817,0.5525,2
AP1AR,0.5250,0.5690,0.4318,0.4416,0.9900,1.0476,1.5693,1.6128,2.4723,2.3193,9
AP1B1,1.1626,1.2199,1.1301,1.0643,0.8589,0.8791,1.0970,1.0697,1.2778,1.1429,112
AP1G1,1.0698,1.0196,1.1504,1.0278,0.8839,0.8809,1.1856,1.1510,1.2974,1.2048,206
AP1G2,1.6044,1.5846,1.0277,0.9828,0.9269,0.9679,1.0567,1.0770,0.8976,0.9173,28
AP1M1,1.1167,1.0348,1.1483,1.0043,0.9532,0.8723,1.2123,1.1206,1.1854,1.1104,58
AP1M2,0.9795,1.0200,1.1402,1.0410,0.9112,0.8582,1.1589,1.1371,1.3064,1.2766,77
AP1S1,1.2599,1.2090,1.1440,1.0578,0.8617,0.8381,1.2355,1.1974,1.1720,1.2085,18
AP1S2,1.2332,1.2445,1.2039,1.0261,0.8307,0.8889,1.1460,1.1256,1.1965,1.0087,6
AP1S3,0.9765,0.7451,1.3468,1.1712,1.0139,0.7577,1.2442,1.0583,1.2670,1.0613,1
AP2A1,0.7194,0.6458,0.6829,0.6467,1.2405,1.2582,1.4013,1.5929,1.1879,1.2503,125
AP2A2,0.7733,0.7246,0.8568,0.7922,1.1845,1.2396,1.3875,1.4938,1.0885,1.0650,72
AP2B1,0.8282,0.7407,0.8542,0.7983,1.1465,1.1905,1.2744,1.4726,1.1682,1.1530,138
AP2M1,0.7400,0.6693,0.7330,0.7045,1.2193,1.2272,1.3896,1.5863,1.1812,1.2034,114
AP2S1,0.9742,0.8885,0.8412,0.7007,1.2014,1.1877,1.4381,1.4151,1.0733,1.0562,30
AP3B1,2.0428,1.8429,1.0882,1.0556,0.8246,0.8421,0.9073,0.8352,0.9518,0.8883,94
AP3D1,1.9024,1.7778,1.0491,0.9916,0.8224,0.8575,0.9337,0.9102,1.0111,0.9890,142
AP3M1,1.9555,1.7827,1.1643,1.0658,0.8208,0.8077,0.8985,0.8856,0.9873,0.9809,30
AP3M2,2.1138,1.8281,1.0811,1.0853,0.9456,0.8928,0.9486,0.8545,0.7757,0.7743,6
AP3S1,1.9515,1.9455,1.0063,1.0789,0.7804,0.9068,0.8808,0.9391,1.0693,0.8900,15
AP3S2,1.1901,1.3140,0.7948,0.7141,1.0712,1.0720,1.2231,1.2042,1.3512,1.3007,2
AP4B1,1.3829,1.3875,0.7288,0.7060,0.9821,0.9453,1.0451,1.1756,1.5794,1.2498,15
AP4E1,1.5404,1.4427,0.7810,0.7976,0.9664,0.9074,1.0715,1.1246,1.2875,1.2123,25
AP4M1,1.5712,1.4362,0.8100,0.8479,1.0093,0.9749,1.1238,1.1528,1.3898,1.1564,11
AP4S1,2.3077,2.3063,0.8475,0.9116,0.8445,0.8144,0.8065,0.8312,1.0199,0.9786,8
AP5B1,1.0000,0.8842,0.8750,0.8647,0.8168,0.8841,1.5024,1.1587,1.4964,1.4329,21
AP5M1,0.9505,1.0521,0.9930,0.9675,0.9087,0.9341,1.4433,1.1406,1.3999,1.3254,16
AP5S1,1.0163,1.0152,0.8949,0.8466,1.2797,1.2627,1.4070,1.1764,1.4391,1.2974,6
AP5Z1,1.2253,1.2241,0.8546,0.9301,0.8650,1.0114,1.3238,1.1210,1.3761,1.1388,23
APAF1,2.5470,2.2982,1.3434,1.3439,0.6506,0.7267,0.6788,0.6173,0.4903,0.5606,29
APBA1,3.4582,2.8651,1.3785,1.3250,0.5345,0.5197,0.4008,0.4062,0.4625,0.5536,26
APBA3,0.9324,1.2696,1.1548,1.1645,0.8850,1.1851,0.9786,1.0396,1.1901,1.0299,4
APBB1,1.2332,1.2707,0.9689,0.9407,1.1477,1.1298,1.1940,1.1529,0.9407,0.7906,4
APBB2,0.8781,0.7647,1.2206,1.1913,1.0029,1.0554,1.3194,1.2146,0.9476,0.9212,19
APC,0.9101,0.9837,1.2697,1.2040,0.9610,1.0141,1.1345,1.1626,0.9098,0.8918,60
APCS,1.4721,1.7151,0.9613,0.9227,0.8103,0.8937,0.8924,1.0161,1.2892,1.3309,22
APEH,2.7202,2.4220,1.4175,1.0384,0.5937,0.5598,0.7496,0.6452,0.6987,0.6360,68
APEX1,1.9251,1.8214,1.9248,1.7411,0.6117,0.6059,0.5293,0.4760,0.6183,0.5412,244
APEX2,1.1826,1.1691,1.4884,1.3978,0.8721,1.1096,0.7590,0.6859,0.8762,0.9243,5
APH1A,0.4267,0.4437,0.3295,0.3063,1.1813,1.2522,1.8996,1.9404,1.6646,1.6022,10
API5,0.7955,0.7696,1.2118,1.2554,1.1877,1.2615,0.9628,1.0308,0.8496,0.9207,139
APLF,0.7909,0.7399,1.0608,1.0656,1.1003,1.2536,1.0834,1.1044,1.3543,1.1885,10
APLP2,0.4341,0.4554,0.5239,0.5575,1.0704,1.0606,1.8284,1.6764,1.6519,1.6406,75
